,business_id,name,rating,zip_code,review_count,price
114,9nJlVsm9GEz6DFhK5ckaYA,Cafe Flora,4.0,98112,1164,$$
115,9odeX4PqGpFGEMurOwoEUg,Chaiyo Thai Cuisine,4.0,98125,396,$$
116,9yHJsyGu_AtyTlDkVKRYPA,Katsu Burger,4.0,98108,795,$$
118,ABJb2NI6ty03Ty4gRvEu5w,Rainier Restaurant,3.5,98118,520,$$
119,ADHJW-Yk9_EudJc4QF5Lfw,Billiard Hoang,4.5,98118,184,$$
121,AGJM0sc7l4oA_kknOiLjNw,Kona Kitchen- Seattle,4.0,98115,956,$$
123,ANRznMzskndUpHA93KdEbA,Café Presse,4.0,98122,1150,$$
124,A_07i6q6Y_62Ti4_obb-tw,Yum Yum Thai,4.0,98133,171,$
125,Agfl7057tpDMJ1O5s3oR7Q,Staple & Fancy,4.0,98107,702,$$$
127,BQhcvUAbrqzsLsew1STD-w,Skillet Capitol Hill,4.0,98122,1834,$$
130,BTCBt7LyViMH5i4g0hrEAA,Bakery Nouveau,4.5,98166,224,$$
132,Bb-j-Kq81pFjmorKmkyp0Q,Trophy Cupcakes and Party,4.0,98103,755,$$
133,Bc0odaNt6wsRPzRQQ63QEw,Bakery Nouveau,4.5,98116,1324,$
136,BeGo3TSuhF7fOv0dzp0s1g,Pizzeria Credo,4.5,98116,465,$$
139,BjKwxeIijb7SDkYx7N932Q,Proper Fish,4.5,98110,110,$$
140,BuommRrsIjKcvn4KEP-zKg,Man'oushe Express,4.5,98125,139,$
142,C093QdgQoTYiHGv2YSi62w,Hangar Cafe,4.0,98108,736,$$
143,C2Fb3mvxQ4r9ZJZaInF5OA,Full Tilt Ice Cream,4.5,98106,302,$
145,CBtPOA-XinCkXRRVRj7_Yw,Sunnydale Saloon,4.5,98168,37,$
146,CCwVyTW8mHnJzYydtcEVjQ,Bob's Burgers,4.0,98198,208,$
147,CDbu6A1fVHm8sZbDbD-x7A,Altura,4.5,98102,540,$$$$
149,CKxp6p22ipCo94iLieXzbQ,Ellenos Real Greek Yogurt,5.0,98101,1769,$
157,CQTpGFDDc7_0eNlSN9uf3w,909 Coffee & Wine,4.5,98166,258,$$
159,CXH3TymWZLLOVIKQ7fh9Ng,Peel and Press,4.0,98136,169,$$
160,CzDQFSEejwREb-iBMS7rlg,Hitchcock Delicatessen & Charcuterie,4.0,98110,212,$$
161,DC1S5q5uHmRnHNMOtgGUYA,via Marina Wood Fired Pizza & Italian Cafe,4.0,98198,227,$$
162,DULfZDXKWLmX7MIH0J04yg,Calozzi's Cheesesteaks,4.5,98108,276,$$
163,DgRJ8M0108r6BTCSZqXMsg,Bruciato,4.0,98110,242,$$
164,DkSBfhketfSxcUkeJX9l1w,Tubs Gourmet Subs,4.5,98125,413,$
166,Dr9CxgdePozHGwU4beaYGQ,Itto's Tapas,4.5,98116,274,$$
169,Du_xluM54rQ6US09SfKQqw,Greenbridge Cafe,4.5,98106,212,$$
171,DxTkqDJ35YS3QoMD94jH_Q,Anthony's HomePort,3.5,98198,435,$$
172,DzLycxXa20wdlYeTcyc5-A,Dough Zone Dumpling House,4.0,98104,874,$$
173,E0jzAxh2u7ifsOeZ4qnp6A,Wood Shop BBQ,4.5,98144,445,$$
174,E2RsFwEh-HAsdZiGNevKFw,Enat Ethiopian Restaurant,4.0,98125,211,$
175,E4PzUSFuduzS6tLmGgosoQ,Tamarind Tree,4.0,98104,1341,$$
176,ETNgc0_89CJL47frkQUpog,Pho An,4.0,98125,414,$
178,EWrDx-M8HJpR0wVJHrflNg,Umi Sake House,4.0,98121,3392,$$
182,Eh-7d5coQltQfQWAtWnPyg,Le Panier French Bakery,4.5,98101,2291,$
188,EqJ5oOcy6DWx9WSp1lqAQw,Grazie Ristorante,4.5,98188,693,$$
189,EskPa0x-VaJLSE-C7JuUkg,Taqueria El Sabor,4.5,98133,512,$
191,F18suFsmc9j5srBk36GXaA,Tea Republik,4.5,98105,310,$
193,FVzl8rDPiTWEtrNEuCu-Xg,Storyville Coffee Company,4.5,98101,1599,$$
199,FW0tkJPbW6rIuPRbgKUdwg,Husky Deli,4.0,98116,480,$
202,FWQCmFEe74oh7UmSHjZ1LQ,Cafe Turko,4.0,98103,959,$$
203,Fnn8DbblPlC-gtiFTrUyEw,Buddha Ruksa,4.0,98126,889,$$
207,FrHhYevaOhs40xpuOpQiHg,Canlis,4.0,98109,1435,$$$$
209,G-p5SgQnBM5e8XxMMO1qOg,Pho Aroma,4.0,98106,353,$$
212,GJ7YW4pZgZMe-M2AVdNt2w,Des Moines Dog House,4.0,98198,152,$
213,GiDMkHsWj2AtHZAPTjBD-A,La Teranga,4.5,98118,196,$$
214,GiyFVen8ZqJHO8LGGIn2fQ,La Rielera,4.5,98168,27,$
215,Gn5erxCRML47GgbGYdxzFA,Bongos,4.5,98103,828,$$
217,GrFxdNfPvdlVrueRY7XERg,List,4.5,98121,1823,$$
219,H9cFW1c4LVapT6TAbM65oA,Bakery Nouveau,4.5,98112,989,$
222,HIQzFuDJ8yDJbA2hymxXgQ,Rain City Burgers,4.0,98115,689,$$
224,HxZlj0Jl1H0aPZGSjjLQPQ,goPoké,4.5,98104,685,$$
227,IH8iJ8nZv9Zjt-zZjwtZ5Q,Randy's Restaurant,3.5,98168,226,$
228,II9xE3sTLprLUv2pui0Arw,Ichi Bento,4.0,98155,157,$
229,IIHDuM9KiNBwL3mm5et_IA,That's Amore! Italian Cafe,4.5,98144,278,$$
230,ISHrur1Mkqhvp921Ei_QhQ,BobaLust Tea House,4.0,98188,317,$
232,IWZNSvdNJVfXMePsNTk4JQ,Salty's on Alki,3.5,98126,1847,$$$
233,I_CSx8FEEfK0-Pwpazek6A,Little Ting's Dumplings,3.5,98133,308,$$
235,IbRT1K1TQ7mFXjlIZ9onUw,Young's Restaurant,4.5,98106,163,$
237,IeLDRhva7CJ3EXuYw5xgVg,Biscuit Bitch,4.5,98121,1323,$
238,IsWM7BrvfZgZfZnC22_64w,Island Soul Rum Bar & Soul Shack,4.0,98118,809,$$
239,IsvlaFF0EPEhh3ahTuC4xg,Marination Ma Kai,4.0,98126,1009,$$
240,IwvgpF_oVSsDgfo7nwGSSA,Beyond The Bowl,4.5,98125,182,$$
242,IyIg8h-DvOv6utEsnqBndg,Full Tilt Ice Cream,4.5,98118,324,$
243,J2ndikPv-NSpE7LE8QaIBQ,C & P Coffee Company,4.5,98136,187,$
245,J9bhapJJZhYc5jAQGz9MEA,The Everest Kitchen,4.0,98155,265,$$
246,JC3rQWUEtbfptZplVYLCcw,Jude's Old Town,4.5,98118,105,$$
247,JQAKcOzObl2I7vLKZLkBdQ,Fogón Cocina Mexicana,4.5,98122,1381,$$
250,JdgB2EqwAxxuHOChlf5Ncw,Ugly Mug Café,4.5,98105,451,$
252,JlHk77mTlp3xzrDHeYyyfA,Krungthep Thai Cuisine,4.5,98168,446,$$
254,Jm4BDL94PQmfGuVZxDKytg,Circa,4.0,98116,371,$$
255,JxNX5xp8OV0MVmKrAz7i1g,Patrick's Cafe and Bakery,5.0,98146,113,$
257,KHcMr7zOIpcb0R3MWMjY-Q,Bene Pizza,4.0,98110,112,$$
258,K_G6T0glFoVGL1jUWrIgMw,Jimmy Mac's Roadhouse,4.0,98057,427,$$
259,L8RRAd-JZ0Bd4MER0yyX-g,Japonessa Sushi Cocina,4.0,98101,4545,$$
265,LAj25s5eeEP9Tarl-pEzYg,Mykonos Greek Grill,4.5,98115,295,$$
266,LKNeBxs0pl1oiAQ2LpmTgg,Green Leaf Vietnamese Restaurant,4.0,98104,1118,$$
267,LaF6ZwGWP-y8pAs5M3LUBQ,JaK's Grill,4.0,98116,508,$$
270,LgFHQfdw5qz7QZM3klYk5Q,Marine View Espresso,4.0,98198,167,$
271,LlknJk1Ah9F1LsiohykL6A,Sunset Cafe,4.5,98118,270,$$
273,Lw7NmZ3j-WEye97ywEmkXQ,Von's 1000 Spirits,4.5,98101,1478,$$
274,Lwg4Mzmxl9a6yDwWnMpghQ,Saigon Deli,4.0,98144,597,$
275,LyLnvJhYsKdQ35ySKwRX3w,Mali Thai Cuisine,4.0,98188,509,$$
276,LzRy0uXeR2vW6u6gYxgA6g,Smarty Pants,4.0,98108,425,$$
277,M-YAOhkLGHc90PhOI7z5gg,Molly Moon's Homemade Ice Cream,4.5,98119,396,$
278,M5gjalaqrlkVm55RHqiaaA,Maneki,4.0,98104,1150,$$
281,MARpjcuJ3XgHPFH7ZdUz4w,The Stonehouse Café,3.5,98118,360,$$
282,M_SIKa0HhrSPqhx4LWt46A,Lake Thai Cuisine,4.0,98178,127,$$
283,Mbvj0Tah6pvd6wTGLIR-RQ,Time Out Greek & American Restaurant,4.0,98043,321,$
284,Mh5o8RtQNNUxhoJe6BxVkg,Purple Café and Wine Bar,4.0,98101,2391,$$$
288,MjMXO2ulwd4BP_q_n9jKXg,Saltoro,4.0,98133,266,$$
290,MqKqDQaiaV6xZaGNsSpQYA,Doc's Marina Grill,3.5,98110,512,$$
291,N5Uje7ro3LHo49UXcnPUHg,Qian Noodle,4.0,98133,127,$$
292,NCDpIDp2f-DhPO5sL5Hbdw,Xi'an Noodles,4.0,98105,773,$
294,NMQ_0bDhFQERfFvfaEd-Nw,Simply Thai Restaurant,3.5,98188,467,$$
295,NQC0IkaFDWudtb4R6ip3iw,Rosellini's,4.5,98117,434,$$
296,NaGkRnNbLcJdI8cF8JE3hw,Tilikum Place Cafe,4.0,98121,1968,$$
298,NxwrJPJLzTs0k0DQ-QCo1A,Piroshky Piroshky,4.5,98101,6014,$
306,NzUGHv_3FGGutllmNtAdRg,The Fat Hen,4.0,98117,819,$$
308,O2JY2k6NgrAwjVgJKLhLqA,Deep Sea Sugar & Salt,4.0,98108,151,$$
309,OJlYzcWkdrHhDyzwJi3bIQ,Mojito,4.5,98115,661,$$
311,OLhD00JNPFLZHLxesbi-Vg,Emma's BBQ,4.5,98118,133,$$
312,OUEJMTWS7w0LsDs3QU7AOw,Wataru,4.0,98115,276,$$$
313,OWAGiPYTQTEXc4VRpErOrQ,That's A Some Pizza,3.5,98110,113,$
314,OaxLsM4V3PD2eAn-wq2oig,Crawfish House,4.0,98106,672,$$
316,OiE_FU-Q65Qc5_NemKN9FA,Amazing Thai Cuisine,4.5,98105,556,$
318,OjX2LacSZd_w2Olmx55HJA,Harbor City Restaurant,4.0,98104,1559,$$
319,OvIBEJQyd1HyQ1pAUuDVjQ,J'aime Les Crepes,4.5,98110,187,$
320,OwOSuAvxoZpgS3KGkWr51w,How To Cook a Wolf,4.0,98109,896,$$$
321,P29VT5rdm1YGkaAB9XCn2w,Biscuit and Bean,4.5,98107,744,$
324,PPQl2cGmihUtYh5aZ98ayg,Luna Park Cafe,4.0,98126,669,$$
326,PUaX4P59uKimpmWiRIOfbg,Empire Espresso,4.5,98118,309,$
327,PWKLXxGZI1On2kRcwM8Hxw,RockCreek Seafood & Spirits,4.5,98103,900,$$$
329,PZhD1UiXLbaGQQTnmhXD3Q,Grinders Hot Sands,4.5,98133,673,$$
331,P_jz9_1iamuyQ_GBNhsGgA,Streamliner Diner,4.0,98110,376,$$
332,Pd_8h8L3hMABR3EEMhRCRA,Molly Moon's Homemade Ice Cream,4.0,98122,1882,$
335,PiqdH7s5uYFm2X6l8IK6zA,Celine Patisserie,5.0,98103,219,$
336,PzPcYl6pJOLoo9m8c-GaiA,Auntie Irene's Coffee Shop,4.0,98198,169,$
337,QKIH0ALmEGsRuFRDRRn9oQ,Wally's Chowder House & Broiler,4.5,98198,1298,$$
338,QX5q4_Sn6zkYXreXR41UwQ,Salama Restaurant and Cafe,4.5,98168,123,$
339,Qd63yXMnBl3f666qVuxesQ,Pete's Egg Nest,4.0,98103,711,$$
340,RJc4imo4ypsU5k3VeIV2qw,Sharetea,4.0,98105,484,$
341,R_iphdU9yV9NqmYHvjci_g,Niko's Gyros,4.5,98199,247,$
342,Rg7d2nrUpusDxMX9RqnGAg,Corte Fino Mexican Cuisine,4.5,98118,103,$$
343,S98C4ZkGdi50Efb4qCYcQg,My's Vietnamese Sandwiches and Deli,4.5,98178,131,$
344,SBpuB2b5yWKtgR-IVLWKLA,Ohana Kitchen,4.5,98166,294,$$
346,Sat22mBeAXdTgpKEH1KFMw,Haenam Kalbi & Calamari,4.0,98133,269,$$
348,ScP_Wpfg9-QEE6BoE4CeDw,Skillet Street Food,4.0,98108,360,$$
349,Sh1j_u__V53IhYSeau-kGA,Burien Fish House,4.5,98166,448,$$
352,T7XmistL2pQrW3hY3oTpng,Salumi Artisan Cured Meats,4.5,98104,1351,$$
355,TDsXXHZQzTXskcRmFpcj_w,Maruta Shoten,4.5,98108,199,$
356,TGqeG_HnI5UheoZ1eVDFWQ,Beveridge Place Pub,4.5,98136,343,$$
358,THCCSwYbOEkQ0Z54xL3vCg,Jebena Cafe,4.5,98125,380,$$
360,TNg7uPTG8b0cegueVzdyPw,Fat Ducks Deli & Bakery,4.5,98105,369,$
362,TUZ8bJufEb_DmzvIOVVutA,Super Six,4.0,98118,611,$$
363,TihtBXFH6Mv_vcfmOk0Xlg,The Harbour Public House,3.5,98110,816,$$
364,TrGbVh2q5LmLnaPyVUEUIA,Tutta Bella Neapolitan Pizzeria - Columbia City,4.0,98118,478,$$
365,U80vGWPGTNgk55VgMM8Ppw,Teriyaki Plus,4.5,98155,101,$
366,UGUUPV-SPp5Wj92gTsqfhA,JOEY Southcenter,3.5,98188,974,$$
368,UNtJzbKptTedOevZmRloWA,California Burrito Taco Shop,3.5,98198,229,$
369,USuEkfVh4Bt_Kp_-BOTbGA,2C Thai Bistro & Spirits,4.5,98125,288,$$
371,UcoJKGo1clPDb3EfPl9CAQ,Bánh Town,4.0,98133,521,$$
373,UhbQIZ9j1p4quRpdPUJ4Xw,Zippy's Giant Burgers,4.0,98106,921,$$
376,UnnoI9zq5jIeDCVAeTQTmw,Restaurant Marché,4.0,98110,190,$$
377,Uox_LFI_Venq0mp4dBl3Hg,Mawadda Cafe,4.0,98118,230,$
378,UvLTQakFo2DDFyLka0ECnw,BOPBOX,4.5,98108,86,$$
379,UzeuW2PwabdLQjrS4E6_kg,Biscuit Bitch,4.5,98104,1079,$
381,VA4pB-l76sunIqCFFP-6lg,Geraldine's Counter,4.0,98118,1183,$$
383,VOPdG8llLPaga9iJxXcMuQ,The Pink Door,4.5,98101,4946,$$
391,VSTqRwz6qrlf8zqcwEANtw,Miyabi Restaurant,4.0,98188,988,$$
392,VVm-1B2499vsUI71miaQUg,Pho 99 Authentic Vietnamese,4.0,98133,344,$$
393,VkOPEs94JE2XD5_6WCXjcw,Ambakity Cocina Mexicana,4.5,98108,130,$$
394,WMlfcf1b6sDkjyLBeotfrg,Rain Cafe,3.5,98133,350,$$
396,WZbZ8h_60QMQvO4vpIWpxQ,Fat's Fried Chicken & Waffles,4.5,98122,516,$$
397,Wk9f5Zpnu4T6Vzf6CF5iuA,Paseo Caribbean Food - Fremont,4.5,98103,5005,$$
403,WliYYXMQkewZBSWXGvIFGA,Vegan Haven,4.5,98105,230,$$
405,WvQkCs_C_HCfGUFUA0_-hQ,Sharps Roasthouse,4.0,98188,1118,$$
407,XAUDVfqsotShyQ-bYAYSag,Frankie's B-Town Bistro,4.5,98166,152,$$
408,XPoJa4sezeAu36-s_853Zw,Mashiko Japanese Restaurant & Sushi Bar,4.0,98116,706,$$$
411,XTrf7pn2nbcNLgsYQtx4vg,Hello Robin,4.5,98112,618,$
413,XbRTv9Yq4C8XvAi3xe2kXw,Mamma Melina Ristorante + Pizzeria,4.0,98105,652,$$
414,Xgeb-8Fr6FvDMOTuw7r0NQ,Sisters And Brothers,4.0,98108,464,$$
415,XoLfRZ0jA8cf_MYL90OgEA,Cascina Spinasse,4.5,98122,997,$$$
418,XtFzdomVxMUL5Ae39i3DDA,Beecher's Handmade Cheese,4.0,98158,531,$$
420,XvP6PIQwocS43WQ3aKAD2g,Red Mill Burgers,4.0,98119,812,$$
421,Y-OgQKqreMaajTUCPbLPKg,Tsukushinbo,4.0,98104,874,$$
422,Y0zGIrcJEjDqUEu2QsrRmg,Wayward Vegan Cafe,4.0,98115,627,$$
423,YSQiqH7RIWORk_Qp-A4SOg,Shiro's,4.5,98121,2104,$$$
426,YlS7EM5icSaiqPUv1sRIYQ,FOB Poke Bar,4.5,98121,789,$$
427,Z2iCSp7AwOo5baywcFmJgw,Proletariat Pizza,4.0,98106,484,$$
429,ZLLOdh2C5WHJ7T4e3RGTcQ,Mr Gyros,4.5,98107,1023,$
432,ZePNj2ZqimO9D2WcKZRRwg,Kauai Family Restaurant,4.5,98108,554,$
434,Zml_pxwUvnvWJpgmM9Pg8Q,Storyville Coffee Company,4.5,98110,61,$$
435,Zn3u5r5aarfuqYPOqkgipw,Loxicha Authentic Oaxaca Cuisine,5.0,98125,84,$
436,_0SRlFgs3vQnONE9SedaPw,Floret,4.0,98158,270,$$
437,_4rv6ssRb9RpYdXQZgEQOw,Spice King,4.0,98057,426,$
438,_z_yU-duavPBAqHB64UpTA,Ciudad,4.5,98108,271,$$
439,aOCqNgTnTbdAbY61ZgRPaA,Musashi's,4.0,98103,1142,$$
440,aRk5OO-ukAo9tzlN47dssQ,Arashi Ramen,4.0,98188,743,$$
441,aSh2Nz2WoQn6m8g256OxcA,Red Mill Burgers,4.0,98103,1256,$$
443,aVELSlY3ID0cX8u9mau4JA,El Camion,4.0,98133,350,$
445,aWt7HEBCyhrKQCeC8BPAjw,Duke's Seafood & Chowder,4.0,98188,565,$$
447,aX2ctpgS9uvFDfdzCXjecA,The Crumpet Shop,4.5,98101,2265,$
454,amliwv-We9i1qjr1KxN50A,Din Tai Fung,4.0,98188,814,$$
456,b5K0WLoSfCVRULxDkl8lyw,Jake's Pickup,4.5,98110,146,$$
457,bIPLUEbNhr7QSf1MeYPCVQ,Grumpy's Food Truck,4.5,98133,98,$
459,boPLjp4uO8xE7Dl6tO19yw,Storyville Coffee Company,4.5,98109,286,$$
460,c6ctOfpwnBvN9AtDBMtjfg,Macadons,5.0,98106,109,$$
462,cBcl7yuOo6Mon50vnJiYGw,The Pancake Chef,4.0,98188,423,$$
463,cU9Vp6iwleJJOGOufuCfZw,TeaCup,5.0,98198,86,$
464,cW1cmV5vHOHn7RdlSUlMIA,Bahama Breeze,4.0,98188,850,$$
466,crZp5-JAsKgWkW1akEYJsQ,The Westy,4.5,98126,209,$$
468,cwUpIT6NxM2hTum4hioRig,Big Island Poke,4.0,98057,354,$$
469,dNLIJSX7Mu3UMS4zZ8LbjQ,L'Atelier TR,5.0,98110,35,$$
470,dZf_OdC7AlSN0eNTQhnkkA,Kiriba Sushi,4.0,98133,190,$$
472,djjEdAZkY4eyzI3_8TBLVA,Plum Bistro,4.0,98122,1478,$$
473,dlzTLbbPLwq-J7HRnmSAbg,Gabriel's Fire,4.0,98043,386,$$
474,e3rmgBkB860xpIJD1yiIvw,Gyro Heroes,5.0,98116,157,$$
475,eHe1UnprNhNIT67vVTSK6Q,Hellbent Brewing Company,4.5,98125,170,$
477,egcWJF_0EH4BpwFz9qH0vg,Cakes of Paradise,5.0,98108,286,$$
479,egpvwpxMyuPg6lPa__RelA,Best Roasted Corn Stand,4.5,98106,126,$
481,ehuoDCQfVgKUafxwyjk9WQ,Delta Sky Club,4.5,98158,181,$$
482,er_hZeROOJtkk5h6Zw1R_g,Mandarin Kitchen,4.0,98198,199,$$
483,f2Jn3eQBynNFXg--iMonNA,Gyro Time,5.0,98133,190,$
485,fD4kqr59sYcS3OA-XGxXZw,Haru Sushi & Teriyaki,4.5,98032,88,$$
486,fN0cjzRI7_yQtjKHZGEuLw,Redwing Cafe,4.5,98118,198,$$
487,fU2S1YNmakvTVFC8pIlY9A,Brileys BBQ & Grill,4.5,98155,528,$$
489,f_KGPYlFRTy1hg_EaerQng,iSandwiches & Teriyaki,4.0,98133,182,$
491,fmojHgblcbsBhT4INuqSxA,Pho Saigon Garden,4.5,98032,306,$
492,fu5MKqtRFra3vIxGsse-UQ,Molly Moon's,4.0,98105,463,$
493,g4RSosRCipoWowKgbP1gJA,Taqueria La Estacion,4.0,98166,226,$
494,g6kUGkuVCZX5-Rr8NgNLsA,Fremont Bowl,4.5,98103,466,$$
495,g7uBQIqLIsZfcW10o3SqyA,Kaffeeklatsch,4.0,98125,251,$
496,gDAO-4m63svPUpii5b8kww,Ma'ono,4.0,98116,855,$$
499,gUr0uRA98qQ5ARo4XAEtAg,The Bite Sandwich Company,4.5,98166,145,$
500,gVJgVlEsWul-QbAcMiupzg,U:Don Fresh Japanese Noodle Station,4.0,98105,669,$$
501,hGxKFXlzvl21rjvfLePWWw,Fonda La Catrina,4.0,98108,893,$$
502,i5l44iAFeMC80o4vDLh3Gg,West Seattle Swinery,4.5,98116,342,$$
503,iGG3VDFHPyHJEoAY3vI5vA,Churchmouse Yarns & Teas,4.5,98110,78,$$
504,iUxaFQGWTq71gPN14EgmGA,The Beer Junction,4.5,98116,277,$$
507,iteC8OTWcpOLUmVMaAP59A,Che Dessert Lounge,4.5,98118,136,$
508,j1DdZ8CORKhRnhw6O9VBnQ,Wild Mountain Cafe,4.0,98117,445,$$
509,j2maiRNh_ErcsvPBiZCkqw,Asadero Ballard,4.5,98107,575,$$
512,jc_ck2EhOcGp-yZv5sbr-g,Classic Eats,4.5,98166,154,$$
513,jumkhxyW9r1QimpwlG8f_w,13 Coins Restaurant,3.5,98188,1392,$$
514,jxkMvwboRofBpx6yHpbdfA,Fainting Goat Gelato,4.5,98103,631,$
515,kEnBESPSmC6i-guEdvnqaQ,Sweet Alchemy Ice Creamery,4.5,98105,330,$$
516,kPfin0OpQbtlnRa6TyChMQ,Aloha Ramen,4.0,98125,795,$$
518,kXq8fJVO94ApKakK-GlrJw,The Greek House,4.5,98166,467,$$
521,kykzs7h29Tid-bk6FSMHxw,Alive Juice Bar,4.0,98155,228,$
522,lG0faCA_37DXlmEwydb_bw,Countryside Cafe,4.0,98166,595,$$
525,lKBM7m83SG50MLpbvJ0iCA,Seattle Bagel Bakery,4.0,98168,40,$$
526,lWRXd4TtN-VWyDCVRVUytw,Juba Restaurant & Cafe,4.5,98168,145,$$
527,l_g52yLbL0anRmmpi9PWdA,Pop Pop Thai Street Food,4.5,98133,549,$
529,lj_PZ56a3GI4snjxN1qOmQ,Gordito's,4.0,98103,746,$
530,llfD3aYaUoEn5Z0AH8fYZg,Columbia City Bakery,4.0,98118,392,$
531,lqxaHsByP4IDsWlrqXhCDQ,Tat's Delicatessen,4.5,98104,1126,$$
533,lxvncNXJKThTmLmARv72pA,Metropolitan Grill,4.0,98104,1696,$$$$
536,lzPw5bflVmo1qNi5JBqZpA,Kizuki Ramen & Izakaya,4.0,98125,773,$$
