,index,business_id,review_id,reviewer_rating,reviewer_full,short name,gender
127,127,3ovV2S7XEAOEk8hCdYKhOA,cbzhZJfTuh20o6pkzS0z9g,3,Joseph J M.,joseph,Male
128,128,3ovV2S7XEAOEk8hCdYKhOA,hTSy3HRBvYoPiMBRFwlMmQ,4,Eric N.,eric,Male
129,129,3qpubK1C8SsDcq8BeKOEbA,xiL39yVoWiR65LFjWFzWpA,4,Leslie H.,leslie,Both
130,130,3qpubK1C8SsDcq8BeKOEbA,CMpFSqh0RrU8WAWXTRCw8A,3,Allen W.,allen,Male
131,131,3qpubK1C8SsDcq8BeKOEbA,i31hIjN5HP5o_KgCRWjkGA,3,Mark L.,mark,Male
132,132,3zI7Ka2_ZsKh4UwbSFnXdw,CIu0dXjbBo360GU02wMeRw,5,Katy C.,katy,Female
133,133,3zI7Ka2_ZsKh4UwbSFnXdw,DyYQNkTKcqMHUu7IkIGaAA,5,Lisa N.,lisa,Female
134,134,3zI7Ka2_ZsKh4UwbSFnXdw,s_3FN56nkNQwXNYWTuQozg,5,Eleni B.,eleni,Female
135,135,40ovn6SAc5c7v84bRzpB2Q,2E-EOnQtgVpxvPXo92ILkQ,5,Jordan K.,jordan,Both
136,136,40ovn6SAc5c7v84bRzpB2Q,DRbHrr9lbH_wFJhOMHmsaA,2,Michelle L.,michelle,Female
137,137,40ovn6SAc5c7v84bRzpB2Q,6CQkebvACIT7rQdNXnGJNA,5,Andrea S.,andrea,Female
138,138,4EbwDR58_1Lm54Oru_Dfxw,v80EXsnznspHp9-fkBFt-Q,4,Jennifer L.,jennifer,Female
139,139,4EbwDR58_1Lm54Oru_Dfxw,p3lzdtdx-eVfb_3bwBYh-w,5,Brooke H.,brooke,Female
140,140,4EbwDR58_1Lm54Oru_Dfxw,qp4IJhejRJzsxzbbYAZGAw,5,Donna M.,donna,Female
141,141,4Ks_Ex6Luc5jbQsbkDBNug,BAUr0xEFaVCoaGlqMoRkjA,3,Stephanie J.,stephanie,Female
142,142,4Ks_Ex6Luc5jbQsbkDBNug,xlshKMvqib-oSjPO9f_eIQ,5,Bernadette B.,bernadette,Female
143,143,4Ks_Ex6Luc5jbQsbkDBNug,d2wjko0wOhPTs6p7pc7I4g,5,Kane K.,kane,Male
144,144,4P6sn5nKJ2KFYrHUF4-qiA,dYJ91dgzAk7TdQUGhOyZAw,5,Ebony M.,ebony,Female
145,145,4P6sn5nKJ2KFYrHUF4-qiA,S1A8QzILot8wduFRrimMEA,5,Theresa G.,theresa,Female
146,146,4P6sn5nKJ2KFYrHUF4-qiA,7IjuiZddM_sPYBMy4MlPjw,4,Amber F.,amber,Female
147,147,4bNFWpQtS5PtfjXuxTc-GQ,zL3G_WevDOKUsR8LPtFK8g,5,Glo K.,glo,
148,148,4bNFWpQtS5PtfjXuxTc-GQ,hJ4gjtVyxWrdOeFymY_otQ,5,Brian H.,brian,Male
149,149,4bNFWpQtS5PtfjXuxTc-GQ,v7DRsNogpocMTJ-WHXTqug,5,Hao X.,hao,Both
150,150,4lm1dUvP7GPgyJqUlLxcYg,VAxuHpjbIhUGwJmgBB66zw,5,Erika K.,erika,Female
151,151,4lm1dUvP7GPgyJqUlLxcYg,OTdFdaPxljewnzpr_3Rjrg,5,Lily R.,lily,Female
152,152,4lm1dUvP7GPgyJqUlLxcYg,k2ZP9rGUCRqODcVFiAusvQ,4,Jon T.,jon,Male
153,153,4mGnHfvwjE6P-vuKowHzCQ,ZN1Fxk_mfMePj8T-tiwrYw,5,Meredith W.,meredith,Female
154,154,4mGnHfvwjE6P-vuKowHzCQ,YYrlgPH1kalsS7vACI7vVA,4,Melissa M.,melissa,Female
155,155,4mGnHfvwjE6P-vuKowHzCQ,izc18gugt5cTWDf26YDo1A,4,Patt C.,patt,Female
156,156,4oe5dLfE283zx0aw6BHKTA,lERmK8AGZmI9hMq_d6TmKA,5,Kelly M.,kelly,Female
157,157,4oe5dLfE283zx0aw6BHKTA,WmMKCN9UV8FVOpwtc86c1g,5,Austin K.,austin,Male
158,158,4oe5dLfE283zx0aw6BHKTA,hCvX2W-eMcQzFmcmZukmLg,5,Bai L.,bai,Male
159,159,4r3Ck65DCG1T6gpWodPyrg,_jNKbDXxbq3T8BMUufO5Eg,5,Daniel S.,daniel,Male
160,160,4r3Ck65DCG1T6gpWodPyrg,nwzFWikv-xsaTGNg5EF62Q,2,Aaron O.,aaron,Male
161,161,4r3Ck65DCG1T6gpWodPyrg,k2E229RbBeYwaVPaQJl8WA,3,Keith T.,keith,Male
162,162,4uZUHjSonatwt-02yqJp6w,4FyszXFoCbVZghdgGJyXsw,5,Mark H.,mark,Male
163,163,4uZUHjSonatwt-02yqJp6w,quwgz4QAbe6ijGL49-nW1A,5,Heather R.,heather,Female
164,164,4uZUHjSonatwt-02yqJp6w,Oo8DoPPv94Ug3NDoxK-H4w,4,Prachi M.,prachi,Female
165,165,50QTrfSrow-F2Avsjabl8w,lCvhp841jpSW1M6ZACxm-g,5,Chris C.,chris,Male
166,166,50QTrfSrow-F2Avsjabl8w,S5UpcpNiM0sHF5w6hdzKnw,4,David A.,david,Male
167,167,50QTrfSrow-F2Avsjabl8w,f61Csf8oJ0AsmACyM9hEgw,5,Darrell W.,darrell,Male
168,168,54X8EMNaeeMjleWUZENl6w,ul8DwWeygOUMuzXkZ3kI1g,1,Erma B.,erma,Female
169,169,54X8EMNaeeMjleWUZENl6w,7zujh_wOHvVfIoj7afnymw,5,Todd W.,todd,Male
170,170,54X8EMNaeeMjleWUZENl6w,34_IUExU4DFF-4cvWSYrkQ,5,Tosha M.,tosha,Female
171,171,55GmNphU0DhtkvG5lSZ49w,pue8oiMZkLmmc2EIzc5PWQ,5,Kelli K.,kelli,Female
172,172,55GmNphU0DhtkvG5lSZ49w,-vJBbsQlIhQUyxcAO-xfWg,5,David W.,david,Male
173,173,55GmNphU0DhtkvG5lSZ49w,1OGfgMsJwx6d6Js-W9Em6g,4,Christina P.,christina,Female
174,174,56M2bwaaSzcmzr2dyEfYQw,CunlbCg4wPbxEs8jS1ctNQ,5,Conrad F.,conrad,Male
175,175,56M2bwaaSzcmzr2dyEfYQw,PNOKsHwu2czWnQJiucHuGw,5,Denise Y.,denise,Female
176,176,56M2bwaaSzcmzr2dyEfYQw,X_ZGIDLzqIQH4A4dCK3Qow,5,Andy K.,andy,Male
177,177,56TulnfOZy0JI96zwVv27w,e0GHEjD032ofLoLvQGBSdA,5,Riana Elizabeth E.,riana,Female
178,178,56TulnfOZy0JI96zwVv27w,FxtM61_DRAgJxd46nJ_JAA,4,Kelly S.,kelly,Female
179,179,56TulnfOZy0JI96zwVv27w,DN3Y8uAH1kM2fiAskmApNg,4,Isaac T.,isaac,Male
180,180,5dKDUPQaC7aMxqzMUsKXIg,7pLBwoA_9yTIRWMNnMavFQ,5,Andrew M.,andrew,Male
181,181,5dKDUPQaC7aMxqzMUsKXIg,GwSYdug_gudwH2WTYl1Vmw,5,Alyssa W.,alyssa,Female
182,182,5dKDUPQaC7aMxqzMUsKXIg,AL4sH6F6Y1MfjWtUwB7yrA,4,Renee I.,renee,Female
183,183,5mDneH5wP5VN_7GVe-PudQ,SuxiEjYfzO0sAcga8MzGHA,5,Mary D.,mary,Female
184,184,5mDneH5wP5VN_7GVe-PudQ,ITrzTQSiwNTR12O-eWqakg,4,Faye T.,faye,Female
185,185,5mDneH5wP5VN_7GVe-PudQ,p5VtnGnKwp8Qk_EghaDKow,4,Caitlin K.,caitlin,Female
186,186,60xFUHDmopm4FRzK6bPRTw,MVxypM3TufjzZ27yBOS9Pg,5,justin s.,justin,Male
187,187,60xFUHDmopm4FRzK6bPRTw,X0PRT2qHUvkSk12DfMzD3A,5,Cynthia M.,cynthia,Female
188,188,60xFUHDmopm4FRzK6bPRTw,58LRUmwP5q-WcVpnGD4n1Q,5,Katie U.,katie,Female
189,189,62pABDhLkUPAcNgxum_mpw,3LcJTTfWnC5InCqVhcOVDA,5,Mark S.,mark,Male
190,190,62pABDhLkUPAcNgxum_mpw,dHVNjkqbxGKjxzO5ErI1nw,4,Tom C.,tom,Male
191,191,62pABDhLkUPAcNgxum_mpw,bvUY27_kSOBJbS-N78hx9Q,4,Katie G.,katie,Female
192,192,66iPAV8RfO84cC0W83RrcQ,MhaiErQhtPlYfeLXYaha6g,5,Mike F.,mike,Male
193,193,66iPAV8RfO84cC0W83RrcQ,cxwrR5_7BJsMGXXWlJbQOg,5,Stanley H.,stanley,Male
194,194,66iPAV8RfO84cC0W83RrcQ,64j5H9a4J-eW9f_Q4cmwVA,5,Allen L.,allen,Male
195,195,6EKawoqscJ0IYNjtfpd0_w,HqE4kJAigpzMTCcEYsXBhQ,5,Michael W.,michael,Male
196,196,6EKawoqscJ0IYNjtfpd0_w,HasQfaQLL_nHw3cQsD0b0g,5,Steve S.,steve,Male
197,197,6EKawoqscJ0IYNjtfpd0_w,5qB7X8lXHGximfutbovT_w,5,Tara B.,tara,Female
198,198,6FvC6w810uf6O7Ocd6Wpog,YsvoW25HSDv8c2U-0yP1mA,5,Dawn L.,dawn,Female
199,199,6FvC6w810uf6O7Ocd6Wpog,ppecHOUFWnOdxmFs38bA5g,2,Steve B.,steve,Male
200,200,6FvC6w810uf6O7Ocd6Wpog,y2Hg-SKZeW4X-hktef-Wjw,5,Mary Margaret M.,mary,Female
201,201,6Gx45ltNNZvjzVBO6ZgVOg,gFZzpbi9gkcJGbZPlx8cjA,5,Jim C.,jim,Male
202,202,6Gx45ltNNZvjzVBO6ZgVOg,3nUp9zZZfLRZFwIdtiikGA,4,Al N.,al,Both
203,203,6Gx45ltNNZvjzVBO6ZgVOg,CdU9HkKk9nA3sNpmQC6s6Q,1,Dave D.,dave,Male
204,204,6JekbYlD5cGNBEEhZRHKAQ,Un6t6yt22rD8x9fIwMhK0w,4,Michael M.,michael,Male
205,205,6JekbYlD5cGNBEEhZRHKAQ,2OuSIV6dn3DcGZugIg0dRQ,2,Meighan W.,meighan,Female
206,206,6JekbYlD5cGNBEEhZRHKAQ,J_w6FcqZK2SViDYJj_goig,4,Christina C.,christina,Female
207,207,6SUvtHmZMW3rjn4hP73kWg,8zyrz9NggyBt5zEP8rccuQ,5,Ashley B.,ashley,Both
208,208,6SUvtHmZMW3rjn4hP73kWg,yhKiqwOs3sXGgkFhLuFgow,1,Joann S.,joann,Female
209,209,6SUvtHmZMW3rjn4hP73kWg,nwCK8A0vD2cSZpCGjscTaA,5,Crystal C.,crystal,Female
210,210,6ocjEAlJYLZu0SksTMUZRg,J-Kmjq0RHxZd2kR98XQIEA,4,Prick J.,prick,
211,211,6ocjEAlJYLZu0SksTMUZRg,uzxd7d18L7aHJBTpMJYzaQ,3,Karla H.,karla,Female
212,212,6ocjEAlJYLZu0SksTMUZRg,4hWRDYxZmXMjV7GN4rQnyQ,1,Isah K.,isah,
213,213,6r9FNW0-4aKqbPCX7UxTZg,L0r7kkP6Nv3e5g7ywIJWjg,4,Annette R.,annette,Female
214,214,6r9FNW0-4aKqbPCX7UxTZg,XfBJvsVBmI2d33e1huLJDw,5,Bill K.,bill,Male
215,215,6r9FNW0-4aKqbPCX7UxTZg,1Apy6kiZ8A1k7jPeVp0PBg,5,Brett B.,brett,Male
216,216,6tyCAUL8uW3zuWKmncim5A,YUDKshH3YqGtdfam6eypxA,5,Todd W.,todd,Male
217,217,6tyCAUL8uW3zuWKmncim5A,n_7m1cimc6PIHWgCObdllQ,1,Jackie E.,jackie,Female
218,218,6tyCAUL8uW3zuWKmncim5A,N4gjSsisSKbCp_HNPY026A,2,Jason J.,jason,Male
