,business_id,name,rating,zip_code,review_count,price
19,chUeS0h9C8KGfyJO2Jqgew,Fozzie's Sandwich Emporium,4.0,63117,418,$
0,I_3LMZ_1m2mzR0oLIOePIg,Pappy's Smokehouse,4.5,63103,3708,$$
1,8YDJraW_cg5IPTPisPfB-A,City Museum,4.5,63103,1244,*
2,jQBPO3rYkNwIaOdQS5ktgQ,The Fountain On Locust,4.5,63103,895,$$
3,Mr7Aov2n7wPCpwaUxk8lCw,Mango,4.0,63101,901,$$
4,2BMk_drsikKWslJCXmQtjQ,Rooster,4.0,63101,1754,$$
5,3XirYkP9PJvVXIEDPNNXLA,Crown Candy Kitchen,4.5,63106,513,$
6,WCdSajl5Q0qywpv7K5jHdQ,Sugarfire Smoke House,4.5,63101,882,$$
7,QV7QOLww8ym3E2zBgdE2Ow,Medina Mediterranean Grill,4.5,63103,266,$
8,F4gvookXrKsBNCvK_xEt1g,The Schlafly Tap Room,4.0,63103,641,$$
9,S07dMpp8f9x7etbGW1L0QA,Southern,4.5,63103,542,$$
10,iRIHK8-EwpeffwvoO4nzIA,Broadway Oyster Bar,4.5,63102,1737,$$
11,4r3Ck65DCG1T6gpWodPyrg,Bridge Tap House and Wine Bar,4.0,63101,697,$$
12,NHb6QTrJOnyIj-Zd0fYzFg,Bogart's Smokehouse,4.5,63104,1348,$$
13,A4-2jEraYJ2w2grn_uXlHw,Blood & Sand,4.5,63103,289,$$$
14,P2XJbQZmf1zvWp9L_THdjQ,Sauce on the Side,4.5,63101,387,$$
15,M0r9lUn2gLFYgIwIfG8-bQ,Baileys' Range,3.5,63101,1443,$$
16,a0sN6y6fDZ5HtBjUimKukA,Small Batch,4.0,63103,309,$$
17,jRpK8oG_8QKaPGaaKiCyng,Pi Pizzeria,4.0,63101,503,$$
18,aI3B47Y_AUYFP5K5JAYrlA,Polite Society,4.5,63104,514,$$
19,WNcGg9G-odTGz00DSMx7rg,Urban Chestnut Brewing Company,4.5,63103,234,$$
0,I_3LMZ_1m2mzR0oLIOePIg,Pappy's Smokehouse,4.5,63103,3708,$$
1,3XirYkP9PJvVXIEDPNNXLA,Crown Candy Kitchen,4.5,63106,513,$
2,8YDJraW_cg5IPTPisPfB-A,City Museum,4.5,63103,1244,*
3,jQBPO3rYkNwIaOdQS5ktgQ,The Fountain On Locust,4.5,63103,895,$$
4,Mr7Aov2n7wPCpwaUxk8lCw,Mango,4.0,63101,901,$$
5,2BMk_drsikKWslJCXmQtjQ,Rooster,4.0,63101,1754,$$
6,S07dMpp8f9x7etbGW1L0QA,Southern,4.5,63103,542,$$
7,WCdSajl5Q0qywpv7K5jHdQ,Sugarfire Smoke House,4.5,63101,882,$$
8,QV7QOLww8ym3E2zBgdE2Ow,Medina Mediterranean Grill,4.5,63103,266,$
9,F4gvookXrKsBNCvK_xEt1g,The Schlafly Tap Room,4.0,63103,641,$$
10,4r3Ck65DCG1T6gpWodPyrg,Bridge Tap House and Wine Bar,4.0,63101,697,$$
11,P2XJbQZmf1zvWp9L_THdjQ,Sauce on the Side,4.5,63101,387,$$
12,A4-2jEraYJ2w2grn_uXlHw,Blood & Sand,4.5,63103,289,$$$
13,M0r9lUn2gLFYgIwIfG8-bQ,Baileys' Range,3.5,63101,1443,$$
14,a0sN6y6fDZ5HtBjUimKukA,Small Batch,4.0,63103,309,$$
15,WNcGg9G-odTGz00DSMx7rg,Urban Chestnut Brewing Company,4.5,63103,234,$$
16,jRpK8oG_8QKaPGaaKiCyng,Pi Pizzeria,4.0,63101,503,$$
17,gQYUyfiX0q0uTnueAyeqLA,The Gateway Arch,4.0,63102,492,*
18,kBCB53psaoKcHwv4kNByOg,Lombardo's Trattoria,4.5,63103,287,$$
19,1Mc_Reqnxhs0eHQFAhXVUQ,Citygarden,4.5,63101,137,*
0,_gVyuTRb_6HM-SNtqbpevQ,Taste Bar,4.5,63108,520,$$
1,jKHlvwq40sghrR89pF_3Tw,Jeni's Splendid Ice Creams,4.5,63108,266,$$
2,El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,4.5,63108,577,$$
3,oHvEgLH6pAkcrPmeR1l3UQ,Retreat Gastropub,4.5,63108,585,$$
4,GW-H37yWCNhgWPg9RwKbVA,Sameem Afghan Restaurant,4.5,63110,484,$$
5,S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,4.0,63108,449,$$
6,yvwIsOBQyTDsOhfS1sIVvQ,Café Osage,4.0,63108,375,$$
7,qfABDeMSCirVPeG6BfcUEA,The Scottish Arms,4.0,63108,467,$$
8,8vwdDagJc8bJR0ZojFGZxw,The Cup,4.0,63108,301,$
9,4oe5dLfE283zx0aw6BHKTA,Dressel's Public House,4.0,63108,388,$$
10,_OMGZ3TXOfN2By7skat_bw,Drunken Fish,3.5,63108,684,$$
11,NJaR_2hke7NNAC6l1Ohr8g,El Burro Loco,4.0,63108,391,$$
12,KWIapYSSHxfZ1NQFpV2S9g,2Schae Cafe,4.5,63108,272,$
13,YpGPZ-Zg89BsFUWwCXoaBw,Yellowbelly,4.0,63108,229,$$$
14,oRe0iraGEsVSNKxcp_hjbw,Blk Mkt Eats,4.5,63108,246,$$
15,5mDneH5wP5VN_7GVe-PudQ,Narwhal's Crafted,4.5,63108,184,$$
16,VJ-c-Yjj1qv7dKS5YaYoHg,Union Loafers Cafe and Bread Bakery,4.5,63110,363,$$
17,KChWMIHxMChTE11ZVsIVZw,Sub Zero Vodka Bar,3.5,63108,502,$$
18,zun6IVJa7wYe3wAPqWnPGw,PokeDoke,4.5,63108,153,$$
19,3VYxaeo6BJNHbVIIfmWN_w,Vicia,4.0,63108,234,$$
0,nRKndeZLQ3eDL10UMwS2rQ,Ted Drewes,4.5,63109,1226,$
1,HzUJO2v5lUEIeYoOYsdWbw,Russell's on Macklind,4.5,63109,492,$$
2,SFN5g5eexukcaZkzoiYQYg,Kounter Kulture,5.0,63109,264,$$
3,hbs43HZRB1nwMzMtiT9lsQ,Edibles & Essentials,4.5,63109,149,$$
4,kpK6SmxIiNoGPNhlEGiL4w,Trattoria Marcella,4.5,63109,327,$$
5,k8hFz4Gty5dHlDV4Wt8FqA,Southwest Diner,4.5,63143,665,$$
6,ZIpPvfIGlrxhsAz1ID0tYg,Salt + Smoke BBQ Bourbon Beer,4.5,63109,248,$$
7,LGYIhGqbYakMMdsn_GCzJg,Anthonino's Taverna,4.5,63110,822,$$
8,8V9G6dC9sLCGp1LQVrmXwA,Aya Sofia,4.0,63109,281,$$
9,1o9IdLrFGMS2o5Y8uXKC0Q,Adam's Smokehouse,4.5,63139,314,$$
10,sHwNZLuLZvlVBX17b7RgTw,Cafe Nova,4.5,63109,174,$$
11,0cddB9WRKcQhzAEXEav81w,Pint Size Bakery & Coffee,4.5,63139,211,$
12,_-XYJgVGrNMtn_S6nPm-GQ,Vinnie's Italian Beef and Gyros,4.5,63139,172,$
13,R_u4QTal0d5f-FHr7BUXcw,Smoking Barrels BBQ - St. Louis,4.0,63109,264,$$
14,vD2jzpPv4iyOLKzITscGvA,Farmhaus Restaurant,4.0,63139,314,$$$
15,tqHbdVDUbPub5l5_OcEWvQ,Copper Pig,4.0,63109,264,$$
16,EPXnaI6YQlmK5VUDAI0o7A,The Gyro Company,4.5,63109,188,$
17,CTvHlHQ4jzRO8gkkl4O8zQ,Pizzeria Tivoli,4.5,63109,165,$$
18,a1GY-xy-PKrPXlMbhBv5ZA,Onesto Pizza & Trattoria,4.0,63109,251,$$
19,rfbfSleg64ObTGGRMZgt3A,Pueblo Solis,3.5,63109,223,$$
0,GW-H37yWCNhgWPg9RwKbVA,Sameem Afghan Restaurant,4.5,63110,484,$$
1,LmKpHMXSsm36viJOGVodFw,Missouri Botanical Garden,4.5,63110,378,*
2,VJ-c-Yjj1qv7dKS5YaYoHg,Union Loafers Cafe and Bread Bakery,4.5,63110,363,$$
3,56M2bwaaSzcmzr2dyEfYQw,Adriana’s On The Hill,4.5,63110,355,$$
4,LGYIhGqbYakMMdsn_GCzJg,Anthonino's Taverna,4.5,63110,822,$$
5,cQIh4YJlVtZI9TLF5_smOg,The Shaved Duck,4.5,63118,1638,$$
6,_gVyuTRb_6HM-SNtqbpevQ,Taste Bar,4.5,63108,520,$$
7,dtU_DsHVOCi-2-mWe7gabw,Charlie Gitto's On the Hill,4.5,63110,546,$$
8,MuKoTR56s6elHEI2wUkgJA,Grace Meat + Three,4.5,63110,351,$$
9,56TulnfOZy0JI96zwVv27w,Gioia's Deli,4.5,63110,302,$
10,El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,4.5,63108,577,$$
11,U4DpkzcADkXFZzYaX9smjQ,Sultān Mediterranean Restaurant,5.0,63110,160,$$
12,Nq1Kn7ud84upBHz9chFW0A,The Gramophone,4.5,63110,229,$
13,1YflE3DkiCZGgLnf3paLnA,Forest Park,5.0,63112,261,*
14,rBdG_23USc7DletfZ11xGA,Olio,4.0,63110,319,$$
15,oHvEgLH6pAkcrPmeR1l3UQ,Retreat Gastropub,4.5,63108,585,$$
16,YVy2DgGfNmG5hWYbA7k8jg,SweetArt,4.5,63110,411,$$
17,C2JtfhOZ3PPzIS9V5arQ2A,Rise Coffee House,4.5,63110,270,$$
18,P0fHDZn2pReUu7BdMxNuyw,Comet Coffee & Microbakery,4.5,63110,288,$$
19,AixPbZxJkgRyjxVqrpPAmw,Zia's on the Hill,4.0,63110,636,$$
0,BOjpe0u5u_cm9SWMS2KLFg,Stacked STL,4.5,63111,567,$$
1,Nk4qSOwcVdAT1CMOzU3O0g,The Stellar Hog,4.5,63116,128,$$
2,oUgmm76-UCd5N0z4xwDOYw,Grbic Restaurant,4.5,63116,241,$$
3,A5b9nVDi1DPVvPOD24-p6w,Sump Coffee,4.5,63118,285,$$
4,EfXTQPiVBym_2KoG7-XeSw,Banh Mi So 1,4.0,63118,231,$
5,8ZFC_TnP_hAsn0rgoK7KAA,Chimichanga's Mexican Restaurant,3.5,63111,201,$
6,pi-y4uXjkOWeuBSI8bv2Wg,Majeed Mediterranean Restaurant,4.5,63116,88,$$
7,2P-pvj_jo0SxNe6jih6sOA,J's Pitaria,5.0,63116,61,$
8,DMlBzp6bs_f8WK8xQQvZWQ,Mariachis II Mexican Restaurant,4.5,63116,143,$$
9,vgTA3vYLwZM2OnzJHjNdug,Lemmons,4.5,63116,97,$$
10,T-xYMAkdNlMPCGqWAH3mwg,Kalbi Taco Shack,4.5,63118,156,$
11,6EKawoqscJ0IYNjtfpd0_w,Kabul Express STL,5.0,63125,77,$
12,IzYE3fXqNgHIOFmY7nVQvA,Byrd & Barrel,4.0,63118,350,$$
13,j3E_vGw47XpiEgTr-KiJUg,Whisk: a Sustainable Bakeshop,4.5,63118,120,$
14,RVD0t9-pUTbcypj45FBsNg,Kitchen House Coffee,4.5,63111,29,$$
15,1ulD4HL2G8qbpEuuWFDSqQ,Himalayan Yeti,4.5,63139,214,$$
16,iay91CweEOzRIW6wjcOjuA,Truc Lam,4.0,63116,151,$
17,gku-vC4YB5c7ZuNyLhjNbQ,Taqueria El Bronco,4.0,63118,210,$
18,BLvL1pUrgpzt2bJHRQ5yvQ,Riverside Diner,5.0,63111,29,$
19,Zz1utCut0psbC4brBjvSEg,Novella Wine Bar,5.0,63109,43,$$
0,R8t9g5nvi7VFyS8zsgmj8Q,Salt + Smoke,4.5,63130,1432,$$
1,X8hwEPRoRcLjbKVlVt1b1g,Saint Louis Zoo,4.5,63110,730,*
2,HKS-63JzfR0DMNVLBuokYw,Mission Taco Joint,4.0,63130,948,$$
3,1YflE3DkiCZGgLnf3paLnA,Forest Park,5.0,63112,261,*
4,MaYb7qMN6BomP1zQGj3Wjg,Pi Pizzeria - Delmar Loop,4.0,63112,605,$$
5,OXDo1mHlp2Io3CM6a1aB1w,Seoul Taco,4.0,63130,635,$
6,KWIapYSSHxfZ1NQFpV2S9g,2Schae Cafe,4.5,63108,272,$
7,_gVyuTRb_6HM-SNtqbpevQ,Taste Bar,4.5,63108,520,$$
8,jKHlvwq40sghrR89pF_3Tw,Jeni's Splendid Ice Creams,4.5,63108,266,$$
9,hv-rci0u6KR75ALB_70dHw,Blueprint Coffee,4.5,63130,316,$$
10,KdAWjL9MKjpJzEeI902qBA,Corner 17,4.0,63112,496,$$
11,El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,4.5,63108,577,$$
12,O_0H42Bw8hBduWSADPG8ng,Three Kings Public House,4.0,63130,478,$$
13,ANTj0UD-OS7Zod3mulUg6w,Fork & Stix,4.0,63112,311,$$
14,60xFUHDmopm4FRzK6bPRTw,Saint Louis Art Museum,4.5,63110,219,*
15,S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,4.0,63108,449,$$
16,N_7nJa49ueh_0vPDRP3Jew,Ranoush,4.0,63130,324,$$
17,P0fHDZn2pReUu7BdMxNuyw,Comet Coffee & Microbakery,4.5,63110,288,$$
18,Uy0r4bzRmY5LFtDfzNgkag,Mi Ranchito,4.0,63130,338,$$
19,-kHHi8y4kaTI6WUVdJSdvQ,Fitz's,3.5,63130,619,$$
0,I_3LMZ_1m2mzR0oLIOePIg,Pappy's Smokehouse,4.5,63103,3708,$$
1,jQBPO3rYkNwIaOdQS5ktgQ,The Fountain On Locust,4.5,63103,895,$$
2,_gVyuTRb_6HM-SNtqbpevQ,Taste Bar,4.5,63108,520,$$
3,jKHlvwq40sghrR89pF_3Tw,Jeni's Splendid Ice Creams,4.5,63108,266,$$
4,oHvEgLH6pAkcrPmeR1l3UQ,Retreat Gastropub,4.5,63108,585,$$
5,El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,4.5,63108,577,$$
6,S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,4.0,63108,449,$$
7,yvwIsOBQyTDsOhfS1sIVvQ,Café Osage,4.0,63108,375,$$
8,qfABDeMSCirVPeG6BfcUEA,The Scottish Arms,4.0,63108,467,$$
9,S07dMpp8f9x7etbGW1L0QA,Southern,4.5,63103,542,$$
10,4oe5dLfE283zx0aw6BHKTA,Dressel's Public House,4.0,63108,388,$$
11,8vwdDagJc8bJR0ZojFGZxw,The Cup,4.0,63108,301,$
12,_OMGZ3TXOfN2By7skat_bw,Drunken Fish,3.5,63108,684,$$
13,oRe0iraGEsVSNKxcp_hjbw,Blk Mkt Eats,4.5,63108,246,$$
14,GW-H37yWCNhgWPg9RwKbVA,Sameem Afghan Restaurant,4.5,63110,484,$$
15,NJaR_2hke7NNAC6l1Ohr8g,El Burro Loco,4.0,63108,391,$$
16,g6rcVXjeLT6Y_kAFhbbJRg,Moolah Theatre & Lounge,4.5,63108,190,$$
17,5mDneH5wP5VN_7GVe-PudQ,Narwhal's Crafted,4.5,63108,184,$$
18,YpGPZ-Zg89BsFUWwCXoaBw,Yellowbelly,4.0,63108,229,$$$
19,WNcGg9G-odTGz00DSMx7rg,Urban Chestnut Brewing Company,4.5,63103,234,$$
0,vWjME92WddneF98IqzaNfQ,Sugarfire Smoke House,4.5,63132,1462,$$
1,_pzBF2sn806Zm-tRLCPXEg,Chef Ma's Chinese Gourmet Restaurant,4.0,63114,174,$$
2,Vv5Fxre786NpKFR_3OduKw,Chimi's Fresh-Mex,4.5,63114,105,$$
3,tMMk972zper40EfQo8v0sg,Haveli Indian Restaurant,4.0,63132,302,$$
4,EF_9W5s9lFSjv4forNxwng,Tai Ke,4.5,63132,244,$$
5,U0sjKBnSMN5SnWd_xU4GrQ,Chuck A Burger,4.5,63114,104,$
6,tc3g7TdhTgGqI8D8Rj_10w,Sides Of Seoul,5.0,63132,73,$
7,S87d-VjLFY8ZMoj6MUo_tg,Cate Zone Chinese Cafe,4.5,63130,197,$$
8,SNQ8sn7R9_e92GWKMCNSgg,O! Wing Plus,4.5,63132,110,$
9,4lm1dUvP7GPgyJqUlLxcYg,Taqueria Durango,4.0,63132,180,$
10,NYcXibc_RzSI7wgGbidi8w,Dao Tien,4.0,63132,189,$
11,gD2sF9BKMP428y1NJEiPbQ,George Rivolo Diner,4.5,63114,28,$
12,DT_ZjeS2ZvBuzZvt9h48fg,Wonton King,4.0,63130,251,$$
13,7iL_h9OsbW0T7MiiLbrbAA,Maria's Deli,4.5,63114,46,$
14,ZRSVqYaoo3VMvthb2QEJmw,De Palm Tree,4.0,63132,151,$$
15,gRNBy7lRv1QVsYkEOTYarw,Skeeters Frozen Custard,4.0,63114,47,$
16,9llupBLdHKFzfawIk6I74w,Seoul Garden Korean Restaurant,3.5,63074,294,$$
17,YSuVRABFuPIy8N91x2yg5Q,"Saint Louis Halal Meat, Grocery & Foods - Baba's Restaurant",4.5,63132,46,$
18,aDm4JESclYP_L2tY_sqaDA,Pho Long,3.5,63132,231,$
19,buP98xgFQrgutle85Llqag,Nick & Elena's Pizzeria,3.5,63114,70,$$
0,jKHlvwq40sghrR89pF_3Tw,Jeni's Splendid Ice Creams,4.5,63108,266,$$
1,_gVyuTRb_6HM-SNtqbpevQ,Taste Bar,4.5,63108,520,$$
2,El_2Cxuq4hxqrmlg_5nzzA,Brasserie by Niche,4.5,63108,577,$$
3,S26FJcC298XNpN2cZiwOrA,Pi Pizzeria - Central West End,4.0,63108,449,$$
4,yvwIsOBQyTDsOhfS1sIVvQ,Café Osage,4.0,63108,375,$$
5,4oe5dLfE283zx0aw6BHKTA,Dressel's Public House,4.0,63108,388,$$
6,8vwdDagJc8bJR0ZojFGZxw,The Cup,4.0,63108,301,$
7,_OMGZ3TXOfN2By7skat_bw,Drunken Fish,3.5,63108,684,$$
8,NJaR_2hke7NNAC6l1Ohr8g,El Burro Loco,4.0,63108,391,$$
9,YpGPZ-Zg89BsFUWwCXoaBw,Yellowbelly,4.0,63108,229,$$$
10,KhKcgF3zi6J_M6HBzkFkLg,Evangeline's Bistro and Music House,4.0,63108,304,$$
11,79nXYNRPoZBc9_y_OLZg2w,Mission Taco Joint,4.0,63108,234,$$
12,KChWMIHxMChTE11ZVsIVZw,Sub Zero Vodka Bar,3.5,63108,502,$$
13,zun6IVJa7wYe3wAPqWnPGw,PokeDoke,4.5,63108,153,$$
14,kqt8O-XxMkE6ga42IPa7sA,SUSHI KOI,4.5,63108,165,$$
15,Fm16G-I-rmO3g_KTKleteQ,Pickles Deli,4.0,63108,198,$
16,fZ92MJ1hbEMXqwWTSwF9lA,Gamlin Whiskey House,3.5,63108,517,$$
17,ARgidflSXPHj7uhK-Y7hwA,Kampai Sushi Bar,4.0,63108,283,$$
18,tWJ3DwufXIKdlLTEw7K96g,India Rasoi,4.0,63108,286,$$
19,1KhNDQSdDqzPQaZk8PIdGg,West End Grill & Pub,4.0,63108,181,$$
