,index,business_id,review_id,reviewer_rating,reviewer_full,short name,gender
80,2,-wlmZ-b35UJ-GY-59NDxyw,YXRK3szpkxbWKS5xS7YBKw,4,Minji S.,minji,Female
81,0,00DX0YjhWTdDikjdc0W6qQ,lAv261Weq_inOqb0ONub_A,5,Chelsey T.,chelsey,Female
82,1,00DX0YjhWTdDikjdc0W6qQ,plVxT4CXCQX9tfYK6Imc3w,4,Tina L.,tina,Female
83,2,00DX0YjhWTdDikjdc0W6qQ,L6H03EMCO0Dp1_GyeQFFGA,5,Austin N.,austin,Male
84,0,00jHmlu0elBhzBsw7Y5pww,WrGaXtzKzdceNQGpwzqixQ,5,Carie C.,carie,Female
85,1,00jHmlu0elBhzBsw7Y5pww,ctOUz1l4RSNQvNfVIbIX5g,5,Julio R.,julio,Male
87,0,02DP6_jh5unwapR4b9xzww,B1NNa-3U-qcdJMNr54VvIQ,5,Jesse C.,jesse,Male
88,1,02DP6_jh5unwapR4b9xzww,gFSxRqPm-iSKan7CocIXsQ,4,Jonathan C.,jonathan,Male
89,2,02DP6_jh5unwapR4b9xzww,il-DZaDS4QIlQziEjz1CGQ,2,Daniel C.,daniel,Male
90,0,02sUerL13Wt4Ii2-kDzlow,XW5XC5QpAYczNF1ysxNHQw,5,Lola T.,lola,Female
91,1,02sUerL13Wt4Ii2-kDzlow,Ef4NnEBAzOe1cg8dZbjOVQ,4,Jane L.,jane,Female
92,2,02sUerL13Wt4Ii2-kDzlow,sL7aOB9_i9cacMTSn_VW8Q,4,Carlos L.,carlos,Male
93,0,05ev984NYfimRN0UiFrxaA,rAbcGfK8N6a83I5Lu9_8eg,4,Kevin B.,kevin,Male
94,1,05ev984NYfimRN0UiFrxaA,Uq5Bqbl1S0B_Y-FwPMy0QQ,4,Brian H.,brian,Male
95,2,05ev984NYfimRN0UiFrxaA,2XFpoFC9h0KA-44hsfT5qg,5,Nonye M.,nonye,Female
96,0,09FLRYnePKcUwGDDPIOAkg,jwShOe7oZVLJysuvU64c1g,5,Elaine S.,elaine,Female
97,1,09FLRYnePKcUwGDDPIOAkg,zlci1OVR3oUaSDeY_TXenw,3,Maryam Q.,maryam,Female
98,2,09FLRYnePKcUwGDDPIOAkg,MKfxivx7C2OYsSCrN7FrlA,4,Sarah B.,sarah,Female
99,0,0CjK3esfpFcxIopebzjFxA,whUCJeLJsuhJgxtuVdLTUQ,5,Derek W.,derek,Male
100,1,0CjK3esfpFcxIopebzjFxA,zlvPwLd4lmvpkv-AOR48OA,2,Lindsay L.,lindsay,Female
101,2,0CjK3esfpFcxIopebzjFxA,s4a_9wxSZsHNPbTiDIpbiQ,3,Kaitlin C.,kaitlin,Female
102,0,0FonNwb6KPN-AwkC_yHQ4Q,dlUyfNZATLX7oQQqgG_qtQ,5,Jill D.,jill,Female
103,1,0FonNwb6KPN-AwkC_yHQ4Q,VZ8RcRSjePvYlt4qDBOdUA,5,Michael M.,michael,Male
104,2,0FonNwb6KPN-AwkC_yHQ4Q,bOesqbs5NnHWeEIjHcCRjw,5,Geoffrey S.,geoffrey,Male
105,0,0Jr2OP0B2MM4LvJY_K6cTQ,fgqXVNyHlh1wCp_bqjTEtw,5,John V.,john,Male
107,2,0Jr2OP0B2MM4LvJY_K6cTQ,9YDLsC8f6Y06YSYdDQ1vcw,5,Anthony V.,anthony,Male
108,0,0L03onqNwxWLrbb_FCK79A,iGEzcQ4z3V475fhv-t-Byg,4,Scott S.,scott,Male
109,1,0L03onqNwxWLrbb_FCK79A,6WjgYV3gzy1B-UQUWdEbaQ,5,Darrin N.,darrin,Male
110,2,0L03onqNwxWLrbb_FCK79A,Zhe0jd1TIqFAmxyH8BI5fA,5,Arjun A.,arjun,Male
111,0,0N8cIYLfmoQQJ8gDihmkBg,vWl-bcNlTBryCTIWIcgRcA,5,Jessica U.,jessica,Female
113,2,0N8cIYLfmoQQJ8gDihmkBg,T83FnB6ANakOLvHaI8IBUw,3,Monica S.,monica,Female
115,1,0PPM0wxA2r8XVM8vbMm9Pw,8lvdK-Hpd7SP_pDkBKHJxw,3,Thomas V.,thomas,Male
116,2,0PPM0wxA2r8XVM8vbMm9Pw,51K5vzn0-j__-szaMYVTzA,5,Anthony L.,anthony,Male
117,0,0SakkRuHhECsDsZ8mRkisQ,4Y-eonSzeN5HM6eZfVdxZg,5,Julie T.,julie,Female
118,1,0SakkRuHhECsDsZ8mRkisQ,0feaHd4gLxnZ5D8l0lm9gw,5,Matt S.,matt,Male
119,2,0SakkRuHhECsDsZ8mRkisQ,HJuLz2G1W-UUBfn0O-q-Gw,4,Olivia C.,olivia,Female
120,0,0WyRlH-fxOVLh1b3oEBEEQ,p6TYn_2DlClA3cWUllMjMA,4,Sidney C.,sidney,Male
122,2,0WyRlH-fxOVLh1b3oEBEEQ,7rl6LiOAtHHWvSezlSvXrQ,2,Yessica C.,yessica,Female
123,0,0_igocujv3jmJDxiHba2nQ,y0IsVrLNbuUqhBewPy1UoA,5,Vanessa B.,vanessa,Female
124,1,0_igocujv3jmJDxiHba2nQ,EjoQPI-KkoBI2KRCl9Da_w,4,Clay L.,clay,Male
125,2,0_igocujv3jmJDxiHba2nQ,zF3101gTSmh1H4ZGp0m_Kg,3,Diane M.,diane,Female
126,0,0bjFYstj8USMzEV4ZQldjA,05zIkRmbapHvxZ3BOXFLdQ,5,Mackenzie B.,mackenzie,Male
128,2,0bjFYstj8USMzEV4ZQldjA,5l5WIYIHbYvhvS7UAJIg4Q,5,Evan B.,evan,Male
129,0,0eMo-MeawM-tmbwpzv3rDg,uSw_GKpM8qfkaaP_S2JIDg,5,Kimberly E.,kimberly,Female
130,1,0eMo-MeawM-tmbwpzv3rDg,y2naAfzvvW9fXQNyvKNBVw,5,Denisse R.,denisse,Female
131,2,0eMo-MeawM-tmbwpzv3rDg,tHeapXOv9GQ_cuL2AqQIuA,4,Cesar M.,cesar,Male
132,0,0fFLUKl71vv3eNV2xhikEw,RwQF-3JUlVG_JQuH7W7PSA,5,Emily R.,emily,Female
133,1,0fFLUKl71vv3eNV2xhikEw,yIy0pV3Q2VaPsq_2G7ZPTg,5,Adam P.,adam,Male
134,2,0fFLUKl71vv3eNV2xhikEw,f5a4ImuZkXcc5-kTnRlxsA,3,Amy L.,amy,Female
135,0,0fYNLK7VpBUW4mgFyPCrWQ,Jfx8Yb7AEd1ltFojzhtCqw,5,The FoodBoss S.,the,Male
138,0,0gCUhxXl1rb1myDTZuqBhA,7jUoLOjcwEdySfIYhy0zyg,5,Monique B.,monique,Female
139,1,0gCUhxXl1rb1myDTZuqBhA,jcUv7Tl0RuSMsIMspPglng,5,Dawn R.,dawn,Female
141,0,0hS5hgXSsEOY0R0z0jPL8Q,f0gBsLkbjM1SWwlgxxvYVQ,5,Nancy S.,nancy,Female
142,1,0hS5hgXSsEOY0R0z0jPL8Q,X8a8ftzZVzXZHdc1JutseA,3,Kristin B.,kristin,Female
143,2,0hS5hgXSsEOY0R0z0jPL8Q,-BMR5eJcH3n_EJGwGAykfg,2,Jess S.,jess,Female
144,0,0lMLRsJZSh2Uh1Eo0YrMPA,Y60egYx3YLdvLi28pLBOKg,5,Carol J.,carol,Female
146,2,0lMLRsJZSh2Uh1Eo0YrMPA,2UZoUyyyc31XwvIXjuISaQ,5,Tatiana D.,tatiana,Female
150,0,0moCmUJglGyqZrWFlV4yhA,vtk84HR5LX4wnEp68f3lZA,4,Brandon F.,brandon,Male
151,1,0moCmUJglGyqZrWFlV4yhA,Og_afZe6QR0KyAfWuM_3DQ,5,Neil W.,neil,Male
152,2,0moCmUJglGyqZrWFlV4yhA,x5gridS4Tnq-1G0yb8G2eQ,4,Michael L.,michael,Male
153,0,0pc352jFnUQFAw8DgmeSjw,eZS0Fp6Fi1qfPSo7ZO_B2Q,5,Barney C.,barney,Male
154,1,0pc352jFnUQFAw8DgmeSjw,bhnrzdXZJSmzN6ajZG54wg,5,Mallory S.,mallory,Female
155,2,0pc352jFnUQFAw8DgmeSjw,w_hT0IuXd8IJjlGFURH4eQ,5,Mona S.,mona,Female
156,0,0rSsNKGe2wDJz1NAwdzpgA,Q3quxukx11vpiTODeRIv1A,5,Davis N.,davis,Male
157,1,0rSsNKGe2wDJz1NAwdzpgA,qwXkCd1OeZAWrop8hU-V4A,4,Tony P.,tony,Male
158,2,0rSsNKGe2wDJz1NAwdzpgA,EyWI_3vi6IsVfzF35g8jpQ,4,Daphne P.,daphne,Female
159,0,0syWUHwfAz1jfuNY6KymPQ,yzSDWvsyEjUo3UI7BXtPMQ,5,Kristin B.,kristin,Female
160,1,0syWUHwfAz1jfuNY6KymPQ,Mz--ENsPDg00mUPSkYaxXQ,4,Debra C.,debra,Female
161,2,0syWUHwfAz1jfuNY6KymPQ,d1QLthVMVGpmTwJNOt_99A,1,Ajay S.,ajay,Male
162,0,16heVvLqYfLpl8mC1RN3Bg,SHUPZYUF_HNeCiHrbcrq3g,5,Sally T.,sally,Female
164,2,16heVvLqYfLpl8mC1RN3Bg,ovErX-VuV8oTSB0Xj6VkcA,4,Flora L.,flora,Female
165,0,19o6iblcJvz2hdPouYhXgg,BLP6cqfibgUWmgtTRKH_rw,5,Matthew K.,matthew,Male
166,1,19o6iblcJvz2hdPouYhXgg,F23yInPkeFh81CgTmIoAUA,2,Bill A.,bill,Male
167,2,19o6iblcJvz2hdPouYhXgg,olGz17DsswBla05h1ruJiA,4,Christine R.,christine,Female
168,0,1DSYdXiANghf-xhGbfOqCQ,OhMRfPJjQszR4Fm_yCP4Zg,5,Olivia C.,olivia,Female
170,2,1DSYdXiANghf-xhGbfOqCQ,XuWXAPvvwUVUQ9LjVxjIJQ,5,Ricky L.,ricky,Male
171,0,1OUl9rSRujDqL3Hl32ZWxw,c8ei1ZljMHZMDAQGLu44SQ,4,Grace H.,grace,Female
173,2,1OUl9rSRujDqL3Hl32ZWxw,pi1ltbZyV07XGqfrJliEfQ,4,Angelica J.,angelica,Female
175,1,1QCzOsRRotx2B-9q6-BfPw,ea8fROxLHapTdvqiPcQGlQ,4,Howard Z.,howard,Male
176,2,1QCzOsRRotx2B-9q6-BfPw,mWE4bSO_qlOoOj9AsCaSTw,3,Jackie C.,jackie,Female
177,0,1RGeKwXQwx4Ftm6NhS-Msg,6ICrfdHElN7pUIijpwEopg,5,Betsy M.,betsy,Female
178,1,1RGeKwXQwx4Ftm6NhS-Msg,BTAhViCjOMC-_vv2oHmA8g,4,Chris G.,chris,Male
179,2,1RGeKwXQwx4Ftm6NhS-Msg,IoJaFeYgXnzRZ7vpObEk3w,4,Miguel F.,miguel,Male
180,0,1U9_ZNruMLf4EL0pMoxb_w,fAIm26CWo2pCNY2Lg4_9Bw,5,Tiana N.,tiana,Female
183,0,1ZKbUeFAs0ltSnAYq4ELKw,uRMoImUAvTYJR3pbwqoQQA,5,Mitchell G.,mitchell,Male
184,1,1ZKbUeFAs0ltSnAYq4ELKw,aRYn5JQUCOqhnqLGGo4_Xg,5,Kamilla B.,kamilla,Female
185,2,1ZKbUeFAs0ltSnAYq4ELKw,Pfu5mAb8jcJuv2m1X23ISg,5,Marge W.,marge,Female
187,1,1_snyhjeEuI70cozQW0fzA,w_HWxpOMesUFlSoQoR-_5w,4,Doug G.,doug,Male
188,2,1_snyhjeEuI70cozQW0fzA,MY84eFgKa_Prpm52NpbGQg,4,Connie X.,connie,Female
189,0,1aD88qNRb08LGBkl84GQTA,gSdb3HkFAUwXIDC-HsBHeQ,5,Sharon Y.,sharon,Female
190,1,1aD88qNRb08LGBkl84GQTA,PqO76uXg8UIJszP9OgrivQ,4,Leah K.,leah,Female
191,2,1aD88qNRb08LGBkl84GQTA,HYWONvT5Z0Z2E_Djwd2umQ,5,Eric P.,eric,Male
192,0,1b7VzPKVn5D9uSaV4I__lg,s8rBi0XQ-YbzZ6YdnHGcMA,5,Valeria G.,valeria,Female
193,1,1b7VzPKVn5D9uSaV4I__lg,y2z30vV94751Lr_JIwagmQ,5,Alan B.,alan,Male
196,1,1c52QZlCSxaJFrg1cnkrKA,SeoBC31wqWgpS4Cmb84dcA,4,Shane O.,shane,Male
197,2,1c52QZlCSxaJFrg1cnkrKA,C9XgUz77n9psr51nNHyoWA,3,Daniella A.,daniella,Female
198,0,1dnS0EKqYvDtRUJTcS-GoA,TGk7-4HaZjsFiMzuxrLuNQ,5,Stephanie G.,stephanie,Female
199,1,1dnS0EKqYvDtRUJTcS-GoA,589-tjxk1Il1HFKD5XUt0w,5,Jared T.,jared,Male
200,2,1dnS0EKqYvDtRUJTcS-GoA,RVA6VLJURIqgcGkVcGOvvA,1,Jason B.,jason,Male
201,0,1hsW2pGSSDkq65p03e_ACQ,2LEaYKR7NbZm4ZSfV2XaMA,5,Delilah B.,delilah,Female
202,1,1hsW2pGSSDkq65p03e_ACQ,UpmLK5SqpIFf7EFU0qH3vQ,5,Janice M.,janice,Female
205,1,1oxMj71XiKQjCbRxECzB7w,46jVmrr-BcfcweNdatWO9A,3,Erick T.,erick,Male
206,2,1oxMj71XiKQjCbRxECzB7w,xWM8HdCr_sJZsl0G8PHjgA,5,Toni J.,toni,Female
207,0,1qOS6TKzsaiVVeMVbl6sCA,ZO3qLO8uhqfYnJnih6CohQ,5,Scarlett B.,scarlett,Female
208,1,1qOS6TKzsaiVVeMVbl6sCA,us8xh2hJ7GUT_uWPxiAoFw,4,George B.,george,Male
209,2,1qOS6TKzsaiVVeMVbl6sCA,WK8SZN1D86GtHKYhiy4buw,2,Robert R.,robert,Male
210,0,1qwxzGRcU1y3tJrsoYQ4Rw,VfcHI88M27MstjF7dsG88w,5,Kelsey G.,kelsey,Female
211,1,1qwxzGRcU1y3tJrsoYQ4Rw,dX0HTlmtI8yAh4pne2ATlg,1,Anastasios S.,anastasios,Male
212,2,1qwxzGRcU1y3tJrsoYQ4Rw,lZzUVPgPSCQESjljaR6gDQ,4,Albert K.,albert,Male
214,1,1wJGwfEnfu8tSnCCzR1QFA,pmHgz_z9lhpw_MCzVrR0eA,5,Rebekah S.,rebekah,Female
215,2,1wJGwfEnfu8tSnCCzR1QFA,bGhHawGXHsezWGhr7GSDoQ,5,Carrie N.,carrie,Female
216,0,1wSxClt75nOBS31--dlWYg,MQlR30Bm2N_IHm9ylHD--A,5,Ryan M.,ryan,Male
217,1,1wSxClt75nOBS31--dlWYg,UM156_mIUBLyxSt3hJn8TQ,5,Jessie Elizabeth J.,jessie,Female
221,2,1xNQduoGeXOwp-06VneKeA,gk6fO-K8qj9HXXaqc-wSpQ,5,Anna T.,anna,Female
222,0,20LSOx_4K2wghTsUx4gSsg,gyKE2X1bGnBkrYfsY5IqRQ,5,Addi W.,addi,Female
223,1,20LSOx_4K2wghTsUx4gSsg,QtiNTsC5u4fbMvdC4votfQ,4,Sandra Lorena V.,sandra,Female
225,0,22CRLIEfJWIO-8RjEiecAg,aIER0pjmQmqver_WfgEgMw,5,Kimmie D.,kimmie,Female
227,2,22CRLIEfJWIO-8RjEiecAg,wdAazxb5rLO8bpFgI_rs7w,5,Saima K.,saima,Female
229,1,22nKUyCIbpnzR6R3_g1ptQ,vnxZwmErEVXj5t-vF278MQ,3,Sarah B.,sarah,Female
230,2,22nKUyCIbpnzR6R3_g1ptQ,OLs7JfPb0AjEChBDH33m6Q,3,Susan W.,susan,Female
231,0,23Qrcz2i9e2e8MstUIIO0A,aJby7Rz8V4KBu9l5WdWXdw,5,Joe L.,joe,Male
233,2,23Qrcz2i9e2e8MstUIIO0A,CIAktFBG_om9I45f2z1dIw,2,Kevin S.,kevin,Male
234,0,24p-MWh8_jZWLZnR9X2NgQ,ECNyrQesOO_DbbiZDZHaog,4,Shantel A.,shantel,Female
235,1,24p-MWh8_jZWLZnR9X2NgQ,hELf8cAFk2r_OXWLZUjPMQ,2,Naila A.,naila,Female
237,0,24rfs3qcBuZIi2vKATKgag,pxIZmdZAMoFoHGI_nTwSLA,5,Melissa R.,melissa,Female
238,1,24rfs3qcBuZIi2vKATKgag,Q0zNGZKqX_8Fv9V-rfvZBw,3,Sylvia S.,sylvia,Female
239,2,24rfs3qcBuZIi2vKATKgag,OSv6Hhjuz8uxcQRdW4VcOQ,3,Jenny Z.,jenny,Female
241,1,25UVMrpxCoo5dN7K8mM0Cw,gEG78FhRUw9ddYcqOg-7mw,4,Lenny K.,lenny,Male
242,2,25UVMrpxCoo5dN7K8mM0Cw,Uettc8devcHlS2pKlCgliQ,2,Renee C.,renee,Female
243,0,2A18f5TRpM9fBL29byLiAA,4F31VeDdj6melHE2aRJSOg,5,Tammy T.,tammy,Female
245,2,2A18f5TRpM9fBL29byLiAA,Efo-vl4zv-5dLdI3o-GzZg,5,Chanel T.,chanel,Female
246,0,2Adw-3c__Lq1kjz-pDRE5g,XpWWwaSWo-YLRFPkbX83jg,5,Melineh H.,melineh,Female
247,1,2Adw-3c__Lq1kjz-pDRE5g,WcYmxXds2mKdXUkC2o_v8A,4,Alice W.,alice,Female
248,2,2Adw-3c__Lq1kjz-pDRE5g,scgZ8E79gJvZdrrihddWcg,2,Sharis M.,sharis,Female
249,0,2F5L_0MZSPp5egi_yY0-yA,BhmYM-EQBn8HwPGvYwxg6w,5,Anish P.,anish,Male
250,1,2F5L_0MZSPp5egi_yY0-yA,9I_8llRm4ztM_P23ksiigg,4,Lucinda A.,lucinda,Female
251,2,2F5L_0MZSPp5egi_yY0-yA,R_3WJ7-TMCMerpuNcWMWjQ,4,Tanya J.,tanya,Female
252,0,2IrwjU67gguqLqQqZ1nFPg,G3u0DP0sK4eePkG3iGXpFQ,5,Vanessa D.,vanessa,Female
253,1,2IrwjU67gguqLqQqZ1nFPg,nh_JhamphmwzqcMvOGYlVQ,2,Jeff O.,jeff,Male
254,2,2IrwjU67gguqLqQqZ1nFPg,P3H2Hipd27o4PDhvfkCRZQ,4,Shannon Lee G.,shannon,Female
255,0,2XQf1Mrj-0R8wDiX5nvx-w,u3aUINDFMOfAzg5Yod2YxA,5,Craig Y.,craig,Male
256,1,2XQf1Mrj-0R8wDiX5nvx-w,c4Su7xfZTzfQEnwIOHSC3w,5,Amy C.,amy,Female
257,2,2XQf1Mrj-0R8wDiX5nvx-w,GK13ieaDpmAS5-Y3b5T_Fg,5,Jeannie L.,jeannie,Female
258,0,2XQm-uFcTS7oc8MFP-8olA,plnbf2LTmuxJ2zvxTH3sMA,5,Lorianne L.,lorianne,Female
259,1,2XQm-uFcTS7oc8MFP-8olA,leh3-Sz4XH_DXeloT8QJSw,5,Joanna T.,joanna,Female
260,2,2XQm-uFcTS7oc8MFP-8olA,USOQFl6zovtL9B1FWdyvkQ,5,Jeanny T.,jeanny,Female
261,0,2_fEWxdi7DnI6L56PEZv_A,6-64PfFaHMtl1dMi6jS86A,5,Lee S.,lee,Male
262,1,2_fEWxdi7DnI6L56PEZv_A,DfavNtEkXM6klabfmyMJrA,5,Tracy H.,tracy,Female
263,2,2_fEWxdi7DnI6L56PEZv_A,pLS8mmuzxb8M3FDn0AKlSw,3,Alissa O.,alissa,Female
264,0,2awGWwpPaU-dBQ7GemIYig,WXuxvpOpSLb7_WlwbajxZg,5,Mia S.,mia,Female
266,2,2awGWwpPaU-dBQ7GemIYig,f_h1t-v8lRAsmbFzvDzc9Q,5,LaKisha B.,lakisha,Female
267,0,2b6Q28zHkBYscJZPp4FMIQ,E3_hCXJaooYWqU0p_KVhrA,5,Rowena N.,rowena,Female
268,1,2b6Q28zHkBYscJZPp4FMIQ,W72LCMcGGVpXJVKS4ahouw,3,Dee D.,dee,Female
269,2,2b6Q28zHkBYscJZPp4FMIQ,sWwtiXTEZiZlyHgIx7cf1g,5,Bruce K.,bruce,Male
270,0,2cS_ncmV3amHvbFYMImKFA,G0akQ-Ekh85ljzlKgrcl3A,5,Stephanie F.,stephanie,Female
271,1,2cS_ncmV3amHvbFYMImKFA,GjlN-N3HqgMt0BKoq1baLQ,3,Tory M.,tory,Female
