,business_id,name,rating,zip_code,review_count,price
12,O6X0om1Y1ZoOU8BiqcFRmA,Jackie's West Indian Bakery,4.0,10466,31,$
13,NOUujFVP_d4XBrJqTra55A,Tacos El Bronco II,4.5,10462,119,$
14,pcVrO95BWDT-4TK38zki_A,Neha Palace,4.0,10704,225,$$
15,seIfCn-L6t2SQd1Xb_fcLA,Three Boys From Italy,4.5,10467,67,$
16,spJB9o-sXRndjLbpqXucHA,Saints and Scholars,4.5,10704,49,$$
17,dDl8JcDS10GsR4-jiKS80Q,Rambling House,3.5,10470,154,$$
18,rzE_duqZUMHwBnHJe1BauQ,Feroza's Restaurant Roti,4.0,10467,100,$
19,khZwIk7s0AqTk0jy0WPvkw,Agra Grill,4.0,10467,75,$$
0,ZZxYVgodx2TxbYwh-0YU1w,Taqueria Tlaxcalli,4.5,10462,580,$$
1,2f-qNpdVJl2h9L6SHYuICA,Havana Cafe,4.0,10461,772,$$
2,PBsVApRd0dHVjWgiGZgcRQ,Louie & Ernie's Pizza,4.5,10461,269,$
3,phB6HvQyOUEZmvgg9KzRmA,Da Franco & Tony Ristorante,4.5,10461,85,$$
4,eQdjZQaLnjItmn9suEEeIA,Patricia's,4.0,10461,465,$$
5,By2Zl1imtu0SpA4IBziN1g,La Masa,4.0,10462,414,$$
6,P8PGGzxZeMm6Na5gYqvudw,Travesias,4.0,10465,475,$$
7,hVIejxln5ouANt854EdeYQ,George's Diner & Cafe,4.0,10462,195,$
8,rN347NNwQ0hDSlbedzI9BQ,Kai Sushi Asian Fusion,4.0,10461,225,$$
9,08KCenrjRbL7vzfHjdGYyg,Estrellita Poblana IV,4.0,10461,164,$$
10,rY-EP5WCxQS0Ti-cdLSO7A,Empire Bagels,4.5,10461,98,$
11,ZIdfJ9a-tfo1LDhqp9w6TA,Frank's Pizzeria,4.5,10461,88,$
12,jhvlGPnHMZYJUMrc2XrSDg,Estrellita Poblana,4.0,10462,247,$$
13,IKkot7qjdVw2tlSJi-LLrQ,Conti's Pastry Shoppe,4.0,10462,214,$$
14,Km_hSBftgdYcGL1TzZnwlQ,Pine Bar & Grill,3.0,10461,401,$$
15,7MXgbfgsYEIlGuUQfd-VHA,La Casa Del Caffe,4.5,10461,66,$
16,oexDsgqmXc9Qe3fy3uYx7g,F & J Pine Restaurant,3.5,10462,520,$$
17,24p-MWh8_jZWLZnR9X2NgQ,Sabrosura Restaurant,3.5,10462,247,$$
18,LXOvAoDO9QomXlvYdc0rrQ,Chicken Vs Lamb,4.5,10461,45,$
19,q_UIu1o9chUXMCLU-jTPxg,Honey's Thai Pavilion,3.5,10461,238,$$
0,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
2,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
4,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
5,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
6,59hEst-eXa_psEtiZMLU6A,Joe's Italian Deli,5.0,10458,115,$$
7,NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,4.0,10458,216,$$
8,C3spvfEd8JQJie-yixRgpQ,Com Tam Ninh Kieu,4.0,10468,369,$$
9,3uyBZNbDk2vRFBBWZOdIUA,Dominick's Restaurant,4.0,10458,337,$$
10,Lesv5BG0_0-8bB49cAjMkg,Roberto's,4.0,10458,245,$$$
11,wfdCJaLqVjzhP6UO5BG15w,Tino's Delicatessen,4.0,10458,185,$$
12,wlSnmuUnBMz8qYpxDVBGlw,Full Moon Pizzeria,4.0,10458,267,$
13,HVeQNs_7zh3m-xCZ1ugslA,Beans and Vines,4.5,10034,410,$$
14,mA07WPkSboPIgwwniQkaQg,Gino's Pastry Shop,4.5,10458,79,$$
15,vWa8iPUYDGAMSBCqMwJylQ,MangiPasta,4.5,10458,81,$$
16,ciHt5n5rmpby1YcC_6JVrg,Bronx Alehouse,4.0,10463,743,$$
17,2IrwjU67gguqLqQqZ1nFPg,Guadalupe Restaurant,4.0,10034,645,$$
18,t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,4.5,10452,151,$$
19,Hoq8s-NePq6_3QxJhR7oNA,Bocaditos Bistro,4.5,10034,382,$$
0,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
3,ZZxYVgodx2TxbYwh-0YU1w,Taqueria Tlaxcalli,4.5,10462,580,$$
4,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
5,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
6,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
7,59hEst-eXa_psEtiZMLU6A,Joe's Italian Deli,5.0,10458,115,$$
8,By2Zl1imtu0SpA4IBziN1g,La Masa,4.0,10462,414,$$
9,NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,4.0,10458,216,$$
10,NOUujFVP_d4XBrJqTra55A,Tacos El Bronco II,4.5,10462,119,$
11,eQdjZQaLnjItmn9suEEeIA,Patricia's,4.0,10461,465,$$
12,IKkot7qjdVw2tlSJi-LLrQ,Conti's Pastry Shoppe,4.0,10462,214,$$
13,3uyBZNbDk2vRFBBWZOdIUA,Dominick's Restaurant,4.0,10458,337,$$
14,wfdCJaLqVjzhP6UO5BG15w,Tino's Delicatessen,4.0,10458,185,$$
15,Lesv5BG0_0-8bB49cAjMkg,Roberto's,4.0,10458,245,$$$
16,wlSnmuUnBMz8qYpxDVBGlw,Full Moon Pizzeria,4.0,10458,267,$
17,vWa8iPUYDGAMSBCqMwJylQ,MangiPasta,4.5,10458,81,$$
18,mA07WPkSboPIgwwniQkaQg,Gino's Pastry Shop,4.5,10458,79,$$
19,oexDsgqmXc9Qe3fy3uYx7g,F & J Pine Restaurant,3.5,10462,520,$$
1,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
3,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
4,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
5,C3spvfEd8JQJie-yixRgpQ,Com Tam Ninh Kieu,4.0,10468,369,$$
6,ZZxYVgodx2TxbYwh-0YU1w,Taqueria Tlaxcalli,4.5,10462,580,$$
7,A6SKgGPE6AGPkiHGSesW9A,Kingston Tropical Bakery,4.5,10466,132,$
8,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
9,NOUujFVP_d4XBrJqTra55A,Tacos El Bronco II,4.5,10462,119,$
10,seIfCn-L6t2SQd1Xb_fcLA,Three Boys From Italy,4.5,10467,67,$
11,59hEst-eXa_psEtiZMLU6A,Joe's Italian Deli,5.0,10458,115,$$
12,rqr8waPF6HoIm5MurDziLA,Sal & Dom's Pastry Shop,4.5,10469,89,$$
13,rzE_duqZUMHwBnHJe1BauQ,Feroza's Restaurant Roti,4.0,10467,100,$
14,By2Zl1imtu0SpA4IBziN1g,La Masa,4.0,10462,414,$$
15,eQdjZQaLnjItmn9suEEeIA,Patricia's,4.0,10461,465,$$
16,nxMJqEab557oh4G7D-5Ygg,Lexa Bar & Garden,4.0,10467,124,$$
17,HaXbpA8etMMiqqFNYoltTg,Pugsley's Pizza,4.5,10458,139,$
18,NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,4.0,10458,216,$$
19,wfdCJaLqVjzhP6UO5BG15w,Tino's Delicatessen,4.0,10458,185,$$
0,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
2,C3spvfEd8JQJie-yixRgpQ,Com Tam Ninh Kieu,4.0,10468,369,$$
3,ciHt5n5rmpby1YcC_6JVrg,Bronx Alehouse,4.0,10463,743,$$
4,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
6,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
7,KAxYFGyOQ7ysCmYmh8jKtw,The Bronx Public,4.0,10463,426,$$
8,2IrwjU67gguqLqQqZ1nFPg,Guadalupe Restaurant,4.0,10034,645,$$
9,HVeQNs_7zh3m-xCZ1ugslA,Beans and Vines,4.5,10034,410,$$
10,rUBFgZU3QTk7IOgpccE8Og,Indian Road Cafe,4.0,10034,583,$$
11,_udiJL0Sq_qahchymwzxCg,CHOCnyc,4.5,10034,144,$$
12,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
13,Hoq8s-NePq6_3QxJhR7oNA,Bocaditos Bistro,4.5,10034,382,$$
14,I1AqEw-O6spamgtJLNPjBg,Leche Y Miel Restaurant,4.0,10463,289,$$
15,6B3iu_WSfyZU2fqSH1GTzQ,Kingsbridge Social Club,4.5,10463,176,$$
16,wZMBvQohVF5qelFRGAo5xw,Mon Amour Coffee & Wine,4.5,10463,211,$
17,1thBGawoqRUHqCfQMZycYQ,S&S Cheesecake,4.5,10463,176,$$
18,59hEst-eXa_psEtiZMLU6A,Joe's Italian Deli,5.0,10458,115,$$
19,NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,4.0,10458,216,$$
1,zWem2SAbFc7lIYR2y9DE0g,Harlem Public,4.0,10031,911,$$
2,hw8ziubXsFocun6KR04VVg,Malecon Restaurant,4.0,10033,675,$$
3,Dwg-RgHUXsBfAi7G0V8LIg,Green Juice Cafe,5.0,10033,191,$
5,t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,4.5,10452,151,$$
6,80dIz6llWEew4No641ZQKQ,Burger Heights,4.0,10033,392,$
7,fxGpXRxFUDzlU3Cyszu4uQ,Red Rooster Harlem,3.5,10027,3171,$$$
8,cyLw0vW5MrsF35-A6Dy03w,Saggio,4.0,10033,596,$$
9,qwUPVBeV6oLdiCKHQvru5w,Tasty Deli,4.0,10032,271,$
10,9wrSQVOzd-Jxa9wPltjVCw,Pocion,4.5,10033,155,$$
11,7lv8jYYurEBFRglhPYALkw,Tampopo Ramen,4.0,10033,369,$$
12,eht_0com4C1sQbl9qCzlag,Hungry Bird,4.5,10456,194,$$
13,5gcrlif2enGxj7eKAoz-5g,Terravita,4.5,10033,137,$$
14,ej_pg-wc-ZtexQKPPiQ_5w,The Edge Harlem,4.0,10030,585,$$
15,NebgteFykeM1gwiVgPcCHw,The Handpulled Noodle,4.0,10031,674,$$
16,PerCtK0A27ku-cmBVMh5tw,Porto Salvo,4.5,10451,133,$$
17,4pDEVsC1JGI9Ba9Mjx5aGA,The Chipped Cup,4.0,10031,377,$$
18,Sq_rG-TCyxnajp6jae89SA,Manolo Tapas,4.0,10033,262,$$
19,7lO-Ncx_2omtf4Jbg2Agzg,Sugar Hill Cafe,4.5,10031,352,$
0,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
1,PerCtK0A27ku-cmBVMh5tw,Porto Salvo,4.5,10451,133,$$
3,eht_0com4C1sQbl9qCzlag,Hungry Bird,4.5,10456,194,$$
5,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
6,hdBhZcdZGHkTESrldAObJg,La Morada Restaurant,4.5,10454,157,$$
7,Dwg-RgHUXsBfAi7G0V8LIg,Green Juice Cafe,5.0,10033,191,$
8,t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,4.5,10452,151,$$
10,OKc49LvmOgteQoFqzzmv_A,Bronx Drafthouse,4.0,10452,195,$$
11,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
12,fAQVVgDt88mW739YJgKQdQ,Charlie's Bar & Kitchen,4.0,10454,320,$$
13,80dIz6llWEew4No641ZQKQ,Burger Heights,4.0,10033,392,$
14,Bh0Rxd4Yi21luny0S95GaQ,Ceetay,4.0,10454,313,$$
15,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
16,Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,4.0,10035,816,$$
17,7lv8jYYurEBFRglhPYALkw,Tampopo Ramen,4.0,10033,369,$$
18,42qsGN56bAsPhv5mhRZmGw,Landin Mac & Cheese,4.0,10455,124,$
19,W_0AX5JL3QZnX1oQNxQGtw,Xochimilco Family Restaurant,4.5,10455,87,$$
0,hdBhZcdZGHkTESrldAObJg,La Morada Restaurant,4.5,10454,157,$$
1,PerCtK0A27ku-cmBVMh5tw,Porto Salvo,4.5,10451,133,$$
2,Bh0Rxd4Yi21luny0S95GaQ,Ceetay,4.0,10454,313,$$
3,fAQVVgDt88mW739YJgKQdQ,Charlie's Bar & Kitchen,4.0,10454,320,$$
4,Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,4.0,10035,816,$$
5,eht_0com4C1sQbl9qCzlag,Hungry Bird,4.5,10456,194,$$
7,RDE8pT0YZbz4BsO_sPKbcg,Mottley Kitchen,4.5,10454,87,$$
8,YYB2lPax5wAdeNWUcm5WAg,Mexicocina,4.0,10455,165,$$
9,g_Zz87qghqq9bKHiKyws0w,Beatstro,4.0,10454,245,$$
10,W_0AX5JL3QZnX1oQNxQGtw,Xochimilco Family Restaurant,4.5,10455,87,$$
11,MtcgW0RCTm44PuA-HAq49g,Santiago's Beer Garden,4.5,10035,153,$$
12,42qsGN56bAsPhv5mhRZmGw,Landin Mac & Cheese,4.0,10455,124,$
13,OKc49LvmOgteQoFqzzmv_A,Bronx Drafthouse,4.0,10452,195,$$
15,Dwg-RgHUXsBfAi7G0V8LIg,Green Juice Cafe,5.0,10033,191,$
16,zo4JHfD2nWPUiqgsgDOaHQ,Rao's,4.5,10029,146,$$$$
17,R1X1PY1SSCKyFZI6CWJgmA,Love Cafe,4.5,10029,152,$
18,nKJCbKklGuoG9jP3vpzZIg,Pio Pio 4,3.5,10454,182,$$
19,t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,4.5,10452,151,$$
0,b6jOwyX4iaagw8YjXqq1sA,Antonio's Trattoria,4.5,10458,758,$$
2,tLZfepIfSf0a80zHQTbTGQ,Trattoria Zero Otto Nove,4.0,10458,737,$$
4,PerCtK0A27ku-cmBVMh5tw,Porto Salvo,4.5,10451,133,$$
5,hdBhZcdZGHkTESrldAObJg,La Morada Restaurant,4.5,10454,157,$$
6,eht_0com4C1sQbl9qCzlag,Hungry Bird,4.5,10456,194,$$
7,NNvdMOswZuJ0UUtpP1ievw,Casa Della Mozzarella Italian Deli,4.5,10458,157,$$
8,b9RW2YCriwuiC5x2Bs-E_Q,Madonia Brothers Bakery,4.5,10458,236,$
9,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind Café,4.5,10474,45,$
10,59hEst-eXa_psEtiZMLU6A,Joe's Italian Deli,5.0,10458,115,$$
11,t1_qBEjXscQn-mp6-or_sw,Suyo Gastrofusion,4.5,10452,151,$$
12,6gl5cTB4mqpIbN2pIwD6hA,City Tamale,4.5,10474,52,$
13,NJoZ9hHepDa5WmcRH2rczA,Mike's Deli Arthur Avenue,4.0,10458,216,$$
14,RDE8pT0YZbz4BsO_sPKbcg,Mottley Kitchen,4.5,10454,87,$$
15,42qsGN56bAsPhv5mhRZmGw,Landin Mac & Cheese,4.0,10455,124,$
16,3uyBZNbDk2vRFBBWZOdIUA,Dominick's Restaurant,4.0,10458,337,$$
17,W_0AX5JL3QZnX1oQNxQGtw,Xochimilco Family Restaurant,4.5,10455,87,$$
18,Lesv5BG0_0-8bB49cAjMkg,Roberto's,4.0,10458,245,$$$
19,wfdCJaLqVjzhP6UO5BG15w,Tino's Delicatessen,4.0,10458,185,$$
0,JEQ00qBAepe0oSiUBdfIew,Taverna Kyclades,4.0,11105,2220,$$
1,1ZKbUeFAs0ltSnAYq4ELKw,Trattoria L'incontro,4.5,11105,903,$$$
3,6gl5cTB4mqpIbN2pIwD6hA,City Tamale,4.5,10474,52,$
4,PerCtK0A27ku-cmBVMh5tw,Porto Salvo,4.5,10451,133,$$
5,UB5emSFilql0J10Jx4AHXA,Watawa Sushi,4.0,11105,871,$$
6,ogEtpbCgxv38PyB3ebivqQ,Yaar Indian Restaurant,4.5,11105,377,$$
7,D65eObUbArHu6UiQsUasgw,HinoMaru Ramen,4.0,11105,844,$$
8,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind Café,4.5,10474,45,$
9,ZfyfGGtr7usMlsQP1LdU2g,Ornella Trattoria Italiana,4.0,11105,874,$$
10,YYB2lPax5wAdeNWUcm5WAg,Mexicocina,4.0,10455,165,$$
11,gLyCmWWmqvg2SUG4DBgtWA,Family Corner Restaurant,4.5,11105,211,$
12,42qsGN56bAsPhv5mhRZmGw,Landin Mac & Cheese,4.0,10455,124,$
13,h_X1VLP4eVHmaQW6yAAbBg,Truva Cafe and Grill,4.0,11105,349,$$
14,_Mpp5d7mjLLZbDFSLx7LVg,Ela Taverna,4.5,11105,201,$$
15,ILiLFT5n_aln3gsZs8R0Bw,Gelato & Co,5.0,11105,105,$$
16,4q8jF2pKoWYbJXYmSNMG1g,Rosario's,4.5,11105,142,$$
17,nKJCbKklGuoG9jP3vpzZIg,Pio Pio 4,3.5,10454,182,$$
18,jFYEsw6_4y4VMpSVB863sw,Mojave,3.5,11105,710,$$
19,F2R-y69dCJlTiXS0NcElDQ,Astoria Pizza Factory,4.5,11105,149,$
0,ciHt5n5rmpby1YcC_6JVrg,Bronx Alehouse,4.0,10463,743,$$
2,6B3iu_WSfyZU2fqSH1GTzQ,Kingsbridge Social Club,4.5,10463,176,$$
